id,NUMR_GITE,NOM_GITE,NUMR_CORPS,NOM_CORPS,IDNT_CORPS,CODE_ETAT,ETAT_CORPS,FUS_UTM,ESTN,NORD,NUMR_SNRC,DECV_AN,SUBST_PRIN,SUBST_P2,SUBST_P3,SUBST_P4,SUBST_P5,SUBST_P6,SUBST_P7,SUBST_P8,SUBST_P9,SUBST_P10,SUBST_P11,SUBST_P12,SUBST_SECN,SUBST_S2,SUBST_S3,SUBST_S4,SUBST_S5,SUBST_S6,SUBST_S7,SUBST_S8,SUBST_S9,SUBST_S10,SUBST_S11,SUBST_S12,CODE_TYPL,TYPL,CODE_LIT1,ROCHE_LIT1,CODE_LIT2,ROCHE_LIT2,CODE_LIT3,ROCHE_LIT3,CODE_LIT4,ROCHE_LIT4,CODE_LIT5,ROCHE_LIT5,CODE_LIT6,ROCHE_LIT6,CODE_LIT7,ROCHE_LIT7,CODE_LIT8,ROCHE_LIT8,MINR1,MINR2,MINR3,MINR4,MINR5,MINR6,MINR7,MINR8,MINR9,MINR10,MINR11,MINR12,MINR13,MINR14,MINR15,MINR16,MINR17,MINR18,MINR19,MINR20,MINR21,MINR22,MINR23,MINR24,MINR25,CODE_FORM,DESCR_FORM,CODE_DIST,DESCR_DIST,CODE_IMPR,DESCR_IMPR,CODE_TYPE,DESCR_TYPE,RESS_ESTIM,LIEN_FICHE,CODE_SYMBL,Coord_X,Coord_Y,SCORE_POTENTIEL,CLASSE_POTENTIEL,PROJET_PLUS_PROCHE,DISTANCE_PROJET_KM,COMMENTAIRE_SCORE,CIBLE_PLUS_PROCHE,TYPE_CIBLE,NATURE_CIBLE,MOTS_CLES_CIBLE,DISTANCE_CIBLE_KM,CLASSE_DISTANCE_CIBLE
0,12780,Dyke 4,67041,Dyke 4,1,P,Indice travaillé,18,684480,5906343,33H08,2023,Li,Cs,,,,,,,,,,,Rb,Ga,Be,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,M4,,,,,,,,,,,,,,TL,MV,AP,SO,,,,,,,,,,,,,,,,,,,,,,TI,Tabulaire irrégulier,A,Disséminée à massive,MJ,Majeur,L,Inscrit dans lithologie,N,,GMLI_P,-72.233232,53.274182,11,Potentiel fort,Adina,15.56,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Indice travaillé | Substances associées : Cs, Be, Rb | Très proche d’un projet lithium connu",(6) Adina (14-AB-6048A),Cartographique,Minéral,"lithium, pegmatite, spodumène, spodumene, tantale, niobium",16.96,Très proche d'une cible
0,12781,Dyke 5,67042,Dyke 5,1,P,Indice travaillé,18,685321,5906071,33H08,2023,Li,Ta,,,,,,,,,,,Be,Cs,Nb,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,M4,,,,,,,,,,,,,,SO,MV,AP,,,,,,,,,,,,,,,,,,,,,,,TI,Tabulaire irrégulier,A,Disséminée à massive,MJ,Majeur,L,Inscrit dans lithologie,N,,GMLI_P,-72.220794,53.271447,11,Potentiel fort,Adina,16.44,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Indice travaillé | Substances associées : Ta, Cs, Be, Nb | Très proche d’un projet lithium connu",(6) Adina (14-AB-6048A),Cartographique,Minéral,"lithium, pegmatite, spodumène, spodumene, tantale, niobium",17.83,Très proche d'une cible
0,639,Pivert,595,Pivert,1,P,Indice travaillé,18,422648,5766793,33C01,1961,Li,Ta,,,,,,,,,,,Be,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,I1G,,M4,,I3A,,I1C,,,,,,,,BL,GR,SO,MO,,,,,,,,,,,,,,,,,,,,,,LR,Lenticulaire régulier,A,Disséminée à massive,IN,Indéterminé,L,Inscrit dans lithologie,N,,GMLI_P,-76.127933,52.046343,11,Potentiel fort,Rose Lithium-Tantale,4.54,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Indice travaillé | Substances associées : Ta, Be | Très proche d’un projet lithium connu",FS-3292,Cartographique,Minéral,pegmatite,64.21,Dans un rayon de 100 km
0,11457,Lamothe,33312,Lamothe,1,P,Indice travaillé,18,423622,5766555,33C01,2011,Li,Ta,,,,,,,,,,,Rb,Nb,Ga,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,I4B,,I2D,,I1M,,,,,,,,,,SO,Ta,,,,,,,,,,,,,,,,,,,,,,,,LI,Lenticulaire irrégulier,D,Disséminée,MJ,Majeur,V,Veine,N,,GMLI_P,-76.11368,52.044338,11,Potentiel fort,Rose Lithium-Tantale,5.08,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Indice travaillé | Substances associées : Ta, Nb, Rb | Très proche d’un projet lithium connu",FS-3292,Cartographique,Minéral,pegmatite,64.22,Dans un rayon de 100 km
0,11922,Hélico,50588,Hélico,1,P,Indice travaillé,18,422853,5765725,33C01,2016,Li,,,,,,,,,,,,Ta,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,,,,,,,,,,,,,,,SO,,,,,,,,,,,,,,,,,,,,,,,,,LI,Lenticulaire irrégulier,D,Disséminée,MJ,Majeur,L,Inscrit dans lithologie,N,,GMLI_P,-76.124703,52.036771,11,Potentiel fort,Rose Lithium-Tantale,3.97,Code GMLI | Lithium en substance principale | Typologie pegmatitique | Indice travaillé | Substances associées : Ta | Très proche d’un projet lithium connu,FS-3292,Cartographique,Minéral,pegmatite,65.2,Dans un rayon de 100 km
0,11358,JR,31156,JR,1,P,Indice travaillé,18,421736,5764586,33C01,2011,Li,Ta,,,,,,,,,,,Be,Ga,Rb,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,I3A,,M4,,M16,,,,,,,,,,SO,,,,,,,,,,,,,,,,,,,,,,,,,LI,Lenticulaire irrégulier,D,Disséminée,MJ,Majeur,L,Inscrit dans lithologie,N,,GMLI_P,-76.140723,52.026376,11,Potentiel fort,Rose Lithium-Tantale,2.41,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Indice travaillé | Substances associées : Ta, Be, Rb | Très proche d’un projet lithium connu",FS-3292,Cartographique,Minéral,pegmatite,66.58,Dans un rayon de 100 km
0,12686,Rose Ouest,66944,Rose Ouest,1,P,Indice travaillé,18,411162,5763736,33C01,2023,Li,Ta,,,,,,,,,,,,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,I3A,,,,,,,,,,,,,,MV,SO,QZ,FP,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,A,Disséminée à massive,IN,Indéterminé,L,Inscrit dans lithologie,N,,GMLI_P,-76.294582,52.017143,11,Potentiel fort,Rose Lithium-Tantale,8.45,Code GMLI | Lithium en substance principale | Typologie pegmatitique | Indice travaillé | Substances associées : Ta | Très proche d’un projet lithium connu,FS-3292,Cartographique,Minéral,pegmatite,70.72,Dans un rayon de 100 km
0,3043,Lac des Montagnes,2198,Lac des Montagnes,1,P,Indice travaillé,18,441466,5725949,32O12,1962,Li,Be,,,,,,,,,,,,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,V3B,,M1,,,,,,,,,,,,BL,FP,QZ,AB,SO,,,,,,,,,,,,,,,,,,,,,LI,Lenticulaire irrégulier,D,Disséminée,MI,Mineur,L,Inscrit dans lithologie,N,,GMLI_P,-75.846648,51.681455,11,Potentiel fort,Whabouchi,0.51,Code GMLI | Lithium en substance principale | Typologie pegmatitique | Indice travaillé | Substances associées : Be | Très proche d’un projet lithium connu,FS-3292,Cartographique,Minéral,pegmatite,103.19,Éloigné des cibles
0,1151,Vallée Lithium,5445,Vallée Lithium,1,P,Indice travaillé,18,294447,5364608,32C05,1955,Li,Ta,,,,,,,,,,,Be,Ga,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,I1C,,V,,,,,,,,,,,,FL,GR,HK,QZ,FP,SO,,,,,,,,,,,,,,,,,,,,TI,Tabulaire irrégulier,D,Disséminée,MJ,Majeur,L,Inscrit dans lithologie,N,,GMLI_P,-77.777291,48.401089,11,Potentiel fort,Complexe Lithium Amérique du Nord,2.61,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Indice travaillé | Substances associées : Ta, Be | Très proche d’un projet lithium connu",Indice Kekek (15-AM-200B),Cartographique,Échan. roche,pegmatite,140.03,Éloigné des cibles
0,1147,Canadian Lithium,5441,Canadian Lithium,1,P,Indice travaillé,18,284861,5368288,32C05,1948,Li,Ta,,,,,,,,,,,Be,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,I1C,,M8,,,,,,,,,,,,LP,BL,CI,QZ,SO,FP,BM,TO,,,,,,,,,,,,,,,,,,TI,Tabulaire irrégulier,D,Disséminée,IN,Indéterminé,I,Indéterminé,N,,GMLI_P,-77.908528,48.430956,11,Potentiel fort,Complexe Lithium Amérique du Nord,7.65,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Indice travaillé | Substances associées : Ta, Be | Très proche d’un projet lithium connu",Indice Kekek (15-AM-200B),Cartographique,Échan. roche,pegmatite,150.05,Éloigné des cibles
0,1146,Valor Lithium,5440,Valor Lithium,1,P,Indice travaillé,18,283771,5363618,32C05,1954,Li,Be,Ta,Cs,,,,,,,,,Mo,Nb,Rb,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,I1M,,,,,,,,,,,,,,ZP,PQ,FP,TL,SO,CI,LP,TS,MV,BL,QZ,MO,,,,,,,,,,,,,,LI,Lenticulaire irrégulier,D,Disséminée,MJ,Majeur,V,Veine,N,,GMLI_P,-77.920838,48.388623,11,Potentiel fort,Complexe Lithium Amérique du Nord,8.62,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Indice travaillé | Substances associées : Ta, Cs, Be, Nb, Rb | Très proche d’un projet lithium connu",Indice Kekek (15-AM-200B),Cartographique,Échan. roche,pegmatite,150.41,Éloigné des cibles
0,1160,Baillairgé-Est,5454,Baillairgé-Est,1,P,Indice travaillé,18,279640,5355682,32C05,1955,Li,Mo,Ta,Nb,,,,,,,,,Be,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,I1C,,M8,,,,,,,,,,,,BO,SO,BL,QZ,MV,CI,HK,NB,TN,MO,,,,,,,,,,,,,,,,TI,Tabulaire irrégulier,D,Disséminée,MJ,Majeur,T,Dans fracture,N,,GMLI_P,-77.972409,48.315893,11,Potentiel fort,Complexe Lithium Amérique du Nord,16.06,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Indice travaillé | Substances associées : Ta, Be, Nb | Très proche d’un projet lithium connu",Indice Kekek (15-AM-200B),Cartographique,Échan. roche,pegmatite,153.62,Éloigné des cibles
0,1186,Baillairgé-Ouest,5482,Baillairgé-Ouest,1,P,Indice travaillé,18,278475,5357096,32C05,1959,Li,Ta,,,,,,,,,,,Ag,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,I2G,,I1C,,M25,,,,,,,,,,BL,SO,TO,MO,Ag,,,,,,,,,,,,,,,,,,,,,TR,Tabulaire régulier,A,Disséminée à massive,MJ,Majeur,F,Dans faille ou cisaillement,N,,GMLI_P,-77.988844,48.32819,11,Potentiel fort,Complexe Lithium Amérique du Nord,16.17,Code GMLI | Lithium en substance principale | Typologie pegmatitique | Indice travaillé | Substances associées : Ta | Très proche d’un projet lithium connu,Indice Kekek (15-AM-200B),Cartographique,Échan. roche,pegmatite,154.9,Éloigné des cibles
0,11505,Lac La Motte-NE,34958,Lac La Motte-NE,1,P,Indice travaillé,17,721539,5362703,32D08,2010,Li,Be,,,,,,,,,,,Cs,Nb,Rb,Ta,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,I4A,,I2F,,,,,,,,,,,,SO,BL,XX,,,,,,,,,,,,,,,,,,,,,,,LR,Lenticulaire régulier,D,Disséminée,MJ,Majeur,V,Veine,N,,GMLI_P,-78.008017,48.37856,11,Potentiel fort,Authier,14.83,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Indice travaillé | Substances associées : Ta, Cs, Be, Nb, Rb | Très proche d’un projet lithium connu",Indice Kekek (15-AM-200B),Cartographique,Échan. roche,pegmatite,156.71,Éloigné des cibles
0,2399,Lacorne Lithium,1520,Lacorne Lithium,1,P,Indice travaillé,17,721545,5367673,32D08,1954,Li,,,,,,,,,,,,Be,Bi,Cu,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,R1,,I1G,,I1C,,,,,,,,,,,,FD,GR,SO,QZ,MI,BL,HB,Bi,CP,,,,,,,,,,,,,,,,,LR,Lenticulaire régulier,I,Irrégulière,IN,Indéterminé,T,Dans fracture,N,,GMLI_P,-78.005314,48.42321,11,Potentiel fort,Complexe Lithium Amérique du Nord,14.53,Code GMLI | Lithium en substance principale | Typologie pegmatitique | Indice travaillé | Substances associées : Be | Très proche d’un projet lithium connu,Indice Kekek (15-AM-200B),Cartographique,Échan. roche,pegmatite,157.03,Éloigné des cibles
0,2411,Lac La Motte,1532,Lac La Motte,1,P,Indice travaillé,17,720671,5361753,32D08,1955,Li,Cs,,,,,,,,,,,Be,Rb,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,I2J,,I2F,,S1,,,,,,,,,,PR,BL,QZ,CI,ML,SO,XX,,,,,,,,,,,,,,,,,,,LR,Lenticulaire régulier,D,Disséminée,MJ,Majeur,V,Veine,N,,GMLI_P,-78.020222,48.370329,11,Potentiel fort,Authier,13.91,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Indice travaillé | Substances associées : Cs, Be, Rb | Très proche d’un projet lithium connu",Indice Kekek (15-AM-200B),Cartographique,Échan. roche,pegmatite,157.53,Éloigné des cibles
0,11504,La Motte,34952,La Motte,1,P,Indice travaillé,17,717900,5362591,32D08,2010,Li,Be,Ta,,,,,,,,,,Cs,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,S1,,,,,,,,,,,,,,MV,SO,BO,XX,,,,,,,,,,,,,,,,,,,,,,LR,Lenticulaire régulier,D,Disséminée,MJ,Majeur,V,Veine,N,,GMLI_P,-78.057153,48.378821,11,Potentiel fort,Authier,11.21,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Indice travaillé | Substances associées : Ta, Cs, Be | Très proche d’un projet lithium connu",Indice Kekek (15-AM-200B),Cartographique,Échan. roche,pegmatite,160.33,Éloigné des cibles
0,13131,Sond. AED-23-05,67405,Sond. AED-23-05,1,P,Indice travaillé,18,508208,5622127,32J15,2023,Li,Cs,,,,,,,,,,,Ta,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,I3A,,V3B,,,,,,,,,,,,SO,LP,TL,,,,,,,,,,,,,,,,,,,,,,,TI,Tabulaire irrégulier,A,Disséminée à massive,MJ,Majeur,L,Inscrit dans lithologie,N,,GMLI_P,-74.883648,50.750863,11,Potentiel fort,Moblan,2.36,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Indice travaillé | Substances associées : Ta, Cs | Très proche d’un projet lithium connu",PR-6073,Cartographique,Minéral,pegmatite,217.68,Éloigné des cibles
0,11501,Lac Moblan-NE,34695,Lac Moblan-NE,1,P,Indice travaillé,18,508035,5620320,32J10,1963,Li,Ta,Be,,,,,,,,,,,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,V3B,,V1,,I3A,,,,,,,,,,QZ,HK,MV,AB,LP,SO,FL,,,,,,,,,,,,,,,,,,,LR,Lenticulaire régulier,D,Disséminée,MO,Modéré,T,Dans fracture,N,,GMLI_P,-74.88614,50.734616,11,Potentiel fort,Moblan,1.21,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Indice travaillé | Substances associées : Ta, Be | Très proche d’un projet lithium connu",PR-6073,Cartographique,Minéral,pegmatite,219.4,Éloigné des cibles
0,224,Moléon-Lithium,162,Moléon-Lithium,1,P,Indice travaillé,18,507486,5619858,32J10,1962,Li,Ta,Be,,,,,,,,,,Mo,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,I3A,,V3B,,,,,,,,,,,,HK,GR,AP,SO,BL,QZ,FP,MV,MO,TO,,,,,,,,,,,,,,,,LI,Lenticulaire irrégulier,D,Disséminée,MO,Modéré,T,Dans fracture,N,,GMLI_P,-74.893929,50.730468,11,Potentiel fort,Moblan,0.75,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Indice travaillé | Substances associées : Ta, Be | Très proche d’un projet lithium connu",PR-6073,Cartographique,Minéral,pegmatite,219.72,Éloigné des cibles
0,13125,Sond. AED-23-52,67399,Sond. AED-23-52,1,P,Indice travaillé,18,506497,5619445,32J10,2023,Li,Be,,,,,,,,,,,Cs,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I3A,,I1G,,V3B,,I3B,,,,,,,,,,MI,QZ,SO,FP,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,A,Disséminée à massive,IN,Indéterminé,L,Inscrit dans lithologie,N,,GMLI_P,-74.90795,50.726766,11,Potentiel fort,Moblan,0.84,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Indice travaillé | Substances associées : Cs, Be | Très proche d’un projet lithium connu",PR-6073,Cartographique,Minéral,pegmatite,219.9,Éloigné des cibles
0,12740,Adina East,66998,Adina East,1,P,Indice travaillé,18,670003,5909088,33H08,2022,Li,,,,,,,,,,,,,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,V3B,,I3A,,,,,,,,,,,,TL,SO,MV,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,Majeur,L,Inscrit dans lithologie,N,,GMLI_P,-72.448639,53.30367,10,Potentiel fort,Adina,0.92,Code GMLI | Lithium en substance principale | Typologie pegmatitique | Indice travaillé | Très proche d’un projet lithium connu,(6) Adina (14-AB-6048A),Cartographique,Minéral,"lithium, pegmatite, spodumène, spodumene, tantale, niobium",2.46,Très proche d'une cible
0,12289,CV9,58532,CV9,1,I,"Indice, aucun travail",18,554441,5930084,33G09,2019,Li,,,,,,,,,,,,Ta,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,,,,,,,,,,,,,,,SO,,,,,,,,,,,,,,,,,,,,,,,,,LI,Lenticulaire irrégulier,D,Disséminée,MJ,Majeur,L,Inscrit dans lithologie,N,,GMLI_I,-74.178937,53.516868,10,Potentiel fort,Shaakichiuwaanaan,15.92,Code GMLI | Lithium en substance principale | Typologie pegmatitique | Substances associées : Ta | Très proche d’un projet lithium connu,10-SB-6326,Cartographique,Sulfures,pegmatite,4.63,Très proche d'une cible
0,12290,CV10,58537,CV10,1,I,"Indice, aucun travail",18,552485,5929777,33G09,2019,Li,Ta,,,,,,,,,,,,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,,,,,,,,,,,,,,,HM,SO,FK,AP,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,N,Inconnue,MJ,Majeur,L,Inscrit dans lithologie,N,,GMLI_I,-74.208485,53.514308,10,Potentiel fort,Shaakichiuwaanaan,17.88,Code GMLI | Lithium en substance principale | Typologie pegmatitique | Substances associées : Ta | Très proche d’un projet lithium connu,10-SB-6326,Cartographique,Sulfures,pegmatite,5.6,Très proche d'une cible
0,12803,Surge,67068,Surge,1,I,"Indice, aucun travail",18,675810,5909200,33H08,2023,Li,Cs,Ta,,,,,,,,,,Ga,Be,Nb,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,I1D,,M16,,,,,,,,,,,,SO,,,,,,,,,,,,,,,,,,,,,,,,,T,Tabulaire,D,Disséminée,MJ,Majeur,L,Inscrit dans lithologie,N,,GMLI_I,-72.361526,53.302781,10,Potentiel fort,Adina,6.7,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Substances associées : Ta, Cs, Be, Nb | Très proche d’un projet lithium connu",(6) Adina (14-AB-6048A),Cartographique,Minéral,"lithium, pegmatite, spodumène, spodumene, tantale, niobium",8.21,Très proche d'une cible
0,12288,CV8,58525,CV8,1,I,"Indice, aucun travail",18,561974,5928864,33G09,2019,Li,Ta,,,,,,,,,,,,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,,,,,,,,,,,,,,,SO,,,,,,,,,,,,,,,,,,,,,,,,,LI,Lenticulaire irrégulier,D,Disséminée,MJ,Majeur,L,Inscrit dans lithologie,N,,GMLI_I,-74.065583,53.505069,10,Potentiel fort,Shaakichiuwaanaan,8.59,Code GMLI | Lithium en substance principale | Typologie pegmatitique | Substances associées : Ta | Très proche d’un projet lithium connu,10-SB-6326,Cartographique,Sulfures,pegmatite,8.85,Très proche d'une cible
0,12684,Western (EIQ24-007),66942,Western (EIQ24-007),1,P,Indice travaillé,18,521608,5933448,33G10,2024,Li,,,,,,,,,,,,Ta,Cs,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,GMLI_P_N,-74.673867,53.54948,10,Potentiel fort,Shaakichiuwaanaan,48.72,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Indice travaillé | Substances associées : Ta, Cs | Proche d’un projet lithium connu",SB-5163,Cartographique,Sulfures,pegmatite,10.69,Très proche d'une cible
0,13094,Éch. G409314,67368,Éch. G409314,1,I,"Indice, aucun travail",18,546281,5927866,33G08,2023,Li,Cs,,,,,,,,,,,Rb,Bi,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,M10,,I1G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,N,Inconnue,MJ,Majeur,L,Inscrit dans lithologie,N,,GMLI_I,-74.30232,53.497715,10,Potentiel fort,Shaakichiuwaanaan,24.21,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Substances associées : Cs, Rb | Très proche d’un projet lithium connu",10-SB-6326,Cartographique,Sulfures,pegmatite,11.22,Très proche d'une cible
0,13035,Dyke 6,67306,Dyke 6,1,I,"Indice, aucun travail",18,683384,5906310,33H08,2024,Li,,,,,,,,,,,,Be,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,M4,,,,,,,,,,,,,,SO,BL,MV,,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,N,Inconnue,MJ,Majeur,L,Inscrit dans lithologie,N,,GMLI_I,-72.249668,53.274266,10,Potentiel fort,Adina,14.49,Code GMLI | Lithium en substance principale | Typologie pegmatitique | Substances associées : Be | Très proche d’un projet lithium connu,(6) Adina (14-AB-6048A),Cartographique,Minéral,"lithium, pegmatite, spodumène, spodumene, tantale, niobium",15.89,Très proche d'une cible
0,13025,Dyke 2,67296,Dyke 2,1,I,"Indice, aucun travail",18,683950,5906780,33H08,2023,Li,,,,,,,,,,,,Be,Ta,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,M4,,,,,,,,,,,,,,AP,SO,MV,,,,,,,,,,,,,,,,,,,,,,,TI,Tabulaire irrégulier,A,Disséminée à massive,MJ,Majeur,L,Inscrit dans lithologie,N,,GMLI_I,-72.240918,53.27829,10,Potentiel fort,Adina,14.97,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Substances associées : Ta, Be | Très proche d’un projet lithium connu",(6) Adina (14-AB-6048A),Cartographique,Minéral,"lithium, pegmatite, spodumène, spodumene, tantale, niobium",16.39,Très proche d'une cible
0,12852,Dyke 7,67118,Dyke 7,1,I,"Indice, aucun travail",18,685207,5907086,33H08,2024,Li,,,,,,,,,,,,Be,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,M16,,,,,,,,,,,,,,MV,SO,,,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,N,Inconnue,MJ,Majeur,L,Inscrit dans lithologie,N,,GMLI_I,-72.22191,53.2806,10,Potentiel fort,Adina,16.18,Code GMLI | Lithium en substance principale | Typologie pegmatitique | Substances associées : Be | Très proche d’un projet lithium connu,(6) Adina (14-AB-6048A),Cartographique,Minéral,"lithium, pegmatite, spodumène, spodumene, tantale, niobium",17.61,Très proche d'une cible
0,12421,CV4,63049,CV4,1,I,"Indice, aucun travail",18,574157,5932269,33H12,2019,Li,,,,,,,,,,,,Ta,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,M16,,,,,,,,,,,,,,SO,,,,,,,,,,,,,,,,,,,,,,,,,LI,Lenticulaire irrégulier,D,Disséminée,MJ,Majeur,L,Inscrit dans lithologie,N,,GMLI_I,-73.881123,53.534093,10,Potentiel fort,Shaakichiuwaanaan,4.07,Code GMLI | Lithium en substance principale | Typologie pegmatitique | Substances associées : Ta | Très proche d’un projet lithium connu,10-SB-6326,Cartographique,Sulfures,pegmatite,19.0,Très proche d'une cible
0,13088,Éch. G351514,67362,Éch. G351514,1,I,"Indice, aucun travail",18,576277,5943818,33H12,2022,Li,Cs,Be,,,,,,,,,,Ta,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,,,,,,,,,,,,,,,MV,BL,,,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,D,Disséminée,IN,Indéterminé,L,Inscrit dans lithologie,N,,GMLI_I,-73.84632,53.637577,10,Potentiel fort,Shaakichiuwaanaan,14.38,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Substances associées : Ta, Cs, Be | Très proche d’un projet lithium connu",10-SB-6326,Cartographique,Sulfures,pegmatite,22.88,Très proche d'une cible
0,12766,HW1,67024,HW1,1,P,Indice travaillé,18,339279,5829830,33C11,2024,Li,,,,,,,,,,,,Ta,Cs,Be,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,M16,,S,,,,,,,,,,,,SO,,,,,,,,,,,,,,,,,,,,,,,,,TI,Tabulaire irrégulier,A,Disséminée à massive,IN,Indéterminé,I,Indéterminé,N,,GMLI_P,-77.372894,52.594698,10,Potentiel fort,Galaxy,45.08,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Indice travaillé | Substances associées : Ta, Cs, Be | Proche d’un projet lithium connu",Béryl,Cartographique,Minéral,pegmatite,24.69,Très proche d'une cible
0,12045,JBL17-159,53070,JBL17-159,1,P,Indice travaillé,18,357296,5789891,33C03,2017,Li,,,,,,,,,,,,,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,M8,,I1B,,,,,,,,,,,,AL,MV,BO,QZ,AD,PH,FP,SO,PY,AS,,,,,,,,,,,,,,,,TR,Tabulaire régulier,A,Disséminée à massive,IN,Indéterminé,L,Inscrit dans lithologie,N,,GMLI_P,-77.090054,52.240904,10,Potentiel fort,Galaxy,1.74,Code GMLI | Lithium en substance principale | Typologie pegmatitique | Indice travaillé | Très proche d’un projet lithium connu,Béryl,Cartographique,Minéral,pegmatite,37.83,Proche d'une cible
0,12179,Cyr-1,57475,Cyr-1,1,P,Indice travaillé,18,359877,5789129,33C03,1966,Li,,,,,,,,,,,,,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,M4,,,,,,,,,,,,,,QZ,FP,MV,SO,,,,,,,,,,,,,,,,,,,,,,TI,Tabulaire irrégulier,D,Disséminée,MJ,Majeur,L,Inscrit dans lithologie,N,,GMLI_P,-77.051964,52.234721,10,Potentiel fort,Galaxy,0.98,Code GMLI | Lithium en substance principale | Typologie pegmatitique | Indice travaillé | Très proche d’un projet lithium connu,Béryl,Cartographique,Minéral,pegmatite,38.22,Proche d'une cible
