id,NUMR_GITE,NOM_GITE,NUMR_CORPS,NOM_CORPS,IDNT_CORPS,CODE_ETAT,ETAT_CORPS,FUS_UTM,ESTN,NORD,NUMR_SNRC,DECV_AN,SUBST_PRIN,SUBST_P2,SUBST_P3,SUBST_P4,SUBST_P5,SUBST_P6,SUBST_P7,SUBST_P8,SUBST_P9,SUBST_P10,SUBST_P11,SUBST_P12,SUBST_SECN,SUBST_S2,SUBST_S3,SUBST_S4,SUBST_S5,SUBST_S6,SUBST_S7,SUBST_S8,SUBST_S9,SUBST_S10,SUBST_S11,SUBST_S12,CODE_TYPL,TYPL,CODE_LIT1,ROCHE_LIT1,CODE_LIT2,ROCHE_LIT2,CODE_LIT3,ROCHE_LIT3,CODE_LIT4,ROCHE_LIT4,CODE_LIT5,ROCHE_LIT5,CODE_LIT6,ROCHE_LIT6,CODE_LIT7,ROCHE_LIT7,CODE_LIT8,ROCHE_LIT8,MINR1,MINR2,MINR3,MINR4,MINR5,MINR6,MINR7,MINR8,MINR9,MINR10,MINR11,MINR12,MINR13,MINR14,MINR15,MINR16,MINR17,MINR18,MINR19,MINR20,MINR21,MINR22,MINR23,MINR24,MINR25,CODE_FORM,DESCR_FORM,CODE_DIST,DESCR_DIST,CODE_IMPR,DESCR_IMPR,CODE_TYPE,DESCR_TYPE,RESS_ESTIM,LIEN_FICHE,CODE_SYMBL,Coord_X,Coord_Y,SCORE_POTENTIEL,CLASSE_POTENTIEL,PROJET_PLUS_PROCHE,DISTANCE_PROJET_KM,COMMENTAIRE_SCORE,CIBLE_PLUS_PROCHE,TYPE_CIBLE,NATURE_CIBLE,MOTS_CLES_CIBLE,DISTANCE_CIBLE_KM,CLASSE_DISTANCE_CIBLE
0,12681,Anais,66939,Anais,1,I,"Indice, aucun travail",18,380473,5784651,33C02,2023,Li,Ta,,,,,,,,,,,,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,M8,,,,,,,,,,,,,,GR,TL,MV,SO,,,,,,,,,,,,,,,,,,,,,,LI,Lenticulaire irrégulier,D,Disséminée,MJ,Majeur,L,Inscrit dans lithologie,N,,GMLI_I,-76.748939,52.199337,10,Potentiel fort,Galaxy,21.99,Code GMLI | Lithium en substance principale | Typologie pegmatitique | Substances associées : Ta | Très proche d’un projet lithium connu,Béryl,Cartographique,Minéral,pegmatite,45.58,Proche d'une cible
0,13141,Éch. H873536,67415,Éch. H873536,1,I,"Indice, aucun travail",18,420412,5768913,33C01,2023,Li,,,,,,,,,,,,Ta,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,I3A,,,,,,,,,,,,,,SO,FP,QZ,MV,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,A,Disséminée à massive,IN,Indéterminé,L,Inscrit dans lithologie,N,,GMLI_I,-76.161025,52.065083,10,Potentiel fort,Rose Lithium-Tantale,5.57,Code GMLI | Lithium en substance principale | Typologie pegmatitique | Substances associées : Ta | Très proche d’un projet lithium connu,FS-3292,Cartographique,Minéral,pegmatite,62.76,Dans un rayon de 100 km
0,11359,Éch. 286201,31173,Éch. 286201,1,I,"Indice, aucun travail",18,421414,5768518,33C01,2011,Li,Ta,,,,,,,,,,,Be,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,,,,,,,,,,,,,,,SO,,,,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,D,Disséminée,IN,Indéterminé,L,Inscrit dans lithologie,N,,GMLI_I,-76.14632,52.061675,10,Potentiel fort,Rose Lithium-Tantale,5.42,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Substances associées : Ta, Be | Très proche d’un projet lithium connu",FS-3292,Cartographique,Minéral,pegmatite,62.86,Dans un rayon de 100 km
0,11323,Graab,30337,Graab,1,P,Indice travaillé,18,471639,5734460,32O14,2012,Li,Be,Ta,,,,,,,,,,Cs,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,V3B,,,,,,,,,,,,,,QZ,MV,AP,BL,SO,TL,FP,,,,,,,,,,,,,,,,,,,LI,Lenticulaire irrégulier,D,Disséminée,MJ,Majeur,V,Veine,N,,GMLI_P,-75.410931,51.760313,10,Potentiel fort,Whabouchi,31.77,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Indice travaillé | Substances associées : Ta, Cs, Be | Proche d’un projet lithium connu",FS-3292,Cartographique,Minéral,pegmatite,100.32,Éloigné des cibles
0,11823,Graab SW,45625,Graab SW,1,P,Indice travaillé,18,470802,5733951,32O14,2016,Li,Ta,Cs,W,,,,,,,,,,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,V3B,,,,,,,,,,,,,,SO,,,,,,,,,,,,,,,,,,,,,,,,,LI,Lenticulaire irrégulier,D,Disséminée,MJ,Majeur,V,Veine,N,,GMLI_P,-75.423015,51.755694,10,Potentiel fort,Whabouchi,30.83,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Indice travaillé | Substances associées : Ta, Cs | Proche d’un projet lithium connu",FS-3292,Cartographique,Minéral,pegmatite,100.53,Éloigné des cibles
0,12841,Éch. H866068,67107,Éch. H866068,1,I,"Indice, aucun travail",18,459452,5727181,32O12,2023,Li,Be,Ta,Cs,,,,,,,,,,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,M4,,,,,,,,,,,,,,SO,BL,MV,GR,TL,AP,,,,,,,,,,,,,,,,,,,,LI,Lenticulaire irrégulier,D,Disséminée,MJ,Majeur,V,Veine,N,,GMLI_I,-75.586656,51.694119,10,Potentiel fort,Whabouchi,18.46,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Substances associées : Ta, Cs, Be | Très proche d’un projet lithium connu",FS-3292,Cartographique,Minéral,pegmatite,104.08,Éloigné des cibles
0,12635,Éch. E074514,66891,Éch. E074514,1,I,"Indice, aucun travail",18,438824,5723594,32O12,2022,Li,Ta,,,,,,,,,,,Cs,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,V3B,,,,,,,,,,,,,,SO,MV,GR,,,,,,,,,,,,,,,,,,,,,,,LI,Lenticulaire irrégulier,D,Disséminée,MJ,Majeur,V,Veine,N,,GMLI_I,-75.884445,51.660001,10,Potentiel fort,Whabouchi,3.06,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Substances associées : Ta, Cs | Très proche d’un projet lithium connu",FS-3292,Cartographique,Minéral,pegmatite,105.49,Éloigné des cibles
0,12791,Sond. EV-24-002,67056,Sond. EV-24-002,1,I,"Indice, aucun travail",18,295136,5364087,32C05,2024,Li,,,,,,,,,,,,Cs,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,I1,,I2F,,,,,,,,,,,,SO,QZ,FP,MV,TL,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,,,IN,Indéterminé,,,N,,GMLI_I,-77.767739,48.396631,10,Potentiel fort,Complexe Lithium Amérique du Nord,3.47,Code GMLI | Lithium en substance principale | Typologie pegmatitique | Substances associées : Cs | Très proche d’un projet lithium connu,Indice Kekek (15-AM-200B),Cartographique,Échan. roche,pegmatite,139.27,Éloigné des cibles
0,1149,Augustus Exploration,5443,Augustus Exploration,1,P,Indice travaillé,18,287287,5367628,32C05,1950,Li,,,,,,,,,,,,,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,I4I,,,,,,,,,,,,,,BL,SO,MO,TO,,,,,,,,,,,,,,,,,,,,,,TI,Tabulaire irrégulier,D,Disséminée,MJ,Majeur,T,Dans fracture,N,,GMLI_P,-77.875438,48.425849,10,Potentiel fort,Complexe Lithium Amérique du Nord,5.15,Code GMLI | Lithium en substance principale | Typologie pegmatitique | Indice travaillé | Très proche d’un projet lithium connu,Indice Kekek (15-AM-200B),Cartographique,Échan. roche,pegmatite,147.56,Éloigné des cibles
0,1148,Martin-McNeely,5442,Martin-McNeely,1,P,Indice travaillé,18,285551,5368303,32C05,1955,Li,,,,,,,,,,,,Mo,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,I4I,,,,,,,,,,,,,,SO,LP,MO,,,,,,,,,,,,,,,,,,,,,,,TI,Tabulaire irrégulier,D,Disséminée,MJ,Majeur,X,Autre,N,,GMLI_P,-77.89922,48.431326,10,Potentiel fort,Complexe Lithium Amérique du Nord,7.01,Code GMLI | Lithium en substance principale | Typologie pegmatitique | Indice travaillé | Très proche d’un projet lithium connu,Indice Kekek (15-AM-200B),Cartographique,Échan. roche,pegmatite,149.38,Éloigné des cibles
0,12764,Éch. 1155972,67022,Éch. 1155972,1,I,"Indice, aucun travail",17,716993,5364664,32D08,2023,Li,,,,,,,,,,,,Be,Cs,Ga,Nb,Rb,Ta,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,M8,,I2E,,,,,,,,,,,,SO,QZ,AB,ML,MV,BL,NB,KT,,,,,,,,,,,,,,,,,,LI,Lenticulaire irrégulier,D,Disséminée,MJ,Majeur,V,Veine,N,,GMLI_I,-78.068316,48.397759,10,Potentiel fort,Authier,10.75,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Substances associées : Ta, Cs, Be, Nb, Rb | Très proche d’un projet lithium connu",Indice Kekek (15-AM-200B),Cartographique,Échan. roche,pegmatite,161.34,Éloigné des cibles
0,8611,Wells-Lacourcière,6095,Wells-Lacourcière,1,P,Indice travaillé,17,687484,5329637,32D01,1955,Li,Cs,,,,,,,,,,,Be,Rb,Ga,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,I1B,,,,,,,,,,,,,,QZ,MV,TL,FP,SO,BL,,,,,,,,,,,,,,,,,,,,LR,Lenticulaire régulier,D,Disséminée,MJ,Majeur,V,Veine,N,,GMLI_P,-78.482072,48.0924,10,Potentiel fort,Authier,37.07,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Indice travaillé | Substances associées : Cs, Be, Rb | Proche d’un projet lithium connu",Indice Kekek (15-AM-200B),Cartographique,Échan. roche,pegmatite,192.14,Éloigné des cibles
0,23,Mine Leduc (Shirley),885,Mine Leduc (Shirley),1,P,Indice travaillé,18,441277,5062823,31G12,1884,Li,Cs,,,,,,,,,,,Nb,Ga,Rb,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,M12,,M4,,,,,,,,,,,,MI,TL,TZ,EX,PR,LP,FL,AI,II,QZ,CI,UR,,,,,,,,,,,,,,TI,Tabulaire irrégulier,M,Massive,MJ,Majeur,V,Veine,O,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&l=F&entt=GM&alias_table_crit=F4E02&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=885,GMLI_P,-75.754534,45.71647,10,Potentiel fort,Complexe Lithium Amérique du Nord,337.62,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Ressource estimée | Indice travaillé | Substances associées : Cs, Nb, Rb",Indice Galipeau1 (15-FS-1072B),Cartographique,Terres rares,pegmatite,207.97,Éloigné des cibles
0,13145,Éch. L901719,67419,Éch. L901719,1,I,"Indice, aucun travail",18,509484,5621908,32J10,2024,Li,Cs,Ta,,,,,,,,,,,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,V3,,,,,,,,,,,,,,SO,,,,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,A,Disséminée à massive,IN,Indéterminé,L,Inscrit dans lithologie,N,,GMLI_I,-74.865566,50.748874,10,Potentiel fort,Moblan,3.14,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Substances associées : Ta, Cs | Très proche d’un projet lithium connu",PR-6073,Cartographique,Minéral,pegmatite,218.19,Éloigné des cibles
0,12101,TRO-JB-18-016,54072,TRO-JB-18-016,1,I,"Indice, aucun travail",18,507015,5618525,32J10,2018,Li,Cs,,,,,,,,,,,,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,V3B,,,,,,,,,,,,,,FP,SO,BO,MV,QZ,LP,,,,,,,,,,,,,,,,,,,,AI,Amas irrégulier,M,Massive,MJ,Majeur,L,Inscrit dans lithologie,N,,GMLI_I,-74.900628,50.718487,10,Potentiel fort,Moblan,1.7,Code GMLI | Lithium en substance principale | Typologie pegmatitique | Substances associées : Cs | Très proche d’un projet lithium connu,PR-6073,Cartographique,Minéral,pegmatite,220.91,Éloigné des cibles
0,5006,Lac Clapier-Nord,4283,Lac Clapier-Nord,1,I,"Indice, aucun travail",18,471196,5610474,32J11,1964,Li,Ta,,,,,,,,,,,Be,Nb,Cs,Rb,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,V1,,,,,,,,,,,,,,SO,BL,QZ,FP,MV,BO,SO,,,,,,,,,,,,,,,,,,,AI,Amas irrégulier,D,Disséminée,MJ,Majeur,T,Dans fracture,N,,GMLI_I,-75.407395,50.645414,10,Potentiel fort,Sirmac-Dike #5,5.57,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Substances associées : Ta, Cs, Be, Nb, Rb | Très proche d’un projet lithium connu",FS-3292,Cartographique,Minéral,pegmatite,221.05,Éloigné des cibles
0,13146,Éch. L900423,67420,Éch. L900423,1,I,"Indice, aucun travail",18,477775,5604715,32J11,2024,Li,Cs,Ta,,,,,,,,,,,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,V3,,,,,,,,,,,,,,SO,,,,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,A,Disséminée à massive,IN,Indéterminé,L,Inscrit dans lithologie,N,,GMLI_I,-75.314,50.593912,10,Potentiel fort,Sirmac-Dike #5,11.69,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Substances associées : Ta, Cs | Très proche d’un projet lithium connu",FS-3292,Cartographique,Minéral,pegmatite,227.79,Éloigné des cibles
0,12891,Sirmac-Clapier (Ch2),67158,Sirmac-Clapier (Ch2),1,I,"Indice, aucun travail",18,476735,5604533,32J11,2024,Li,Cs,Ta,,,,,,,,,,,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,GMLI_I_N,-75.328682,50.592235,10,Potentiel fort,Sirmac-Dike #5,10.74,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Substances associées : Ta, Cs | Très proche d’un projet lithium connu",FS-3292,Cartographique,Minéral,pegmatite,227.8,Éloigné des cibles
0,12916,CV15,67183,CV15,1,I,"Indice, aucun travail",18,548990,5929450,33G09,2024,Li,,,,,,,,,,,,,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,GMLI_I_N,-74.261239,53.511706,9,Potentiel fort,Shaakichiuwaanaan,21.38,Code GMLI | Lithium en substance principale | Typologie pegmatitique | Très proche d’un projet lithium connu,10-SB-6326,Cartographique,Sulfures,pegmatite,8.12,Très proche d'une cible
0,12802,White Lightning,67067,White Lightning,1,I,"Indice, aucun travail",18,678423,5909329,33H08,2024,Li,,,,,,,,,,,,,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,GMLI_I_N,-72.322286,53.303066,9,Potentiel fort,Adina,9.31,Code GMLI | Lithium en substance principale | Typologie pegmatitique | Très proche d’un projet lithium connu,(6) Adina (14-AB-6048A),Cartographique,Minéral,"lithium, pegmatite, spodumène, spodumene, tantale, niobium",10.82,Très proche d'une cible
0,13106,Sond. CV-25-796,67380,Sond. CV-25-796,1,P,Indice travaillé,18,566297,5928829,33G09,2025,Li,Cs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,GMLI_P_N,-74.000421,53.504228,9,Potentiel fort,Shaakichiuwaanaan,4.49,Code GMLI | Lithium en substance principale | Indice travaillé | Substances associées : Cs | Très proche d’un projet lithium connu,10-SB-6326,Cartographique,Sulfures,pegmatite,12.45,Très proche d'une cible
0,13107,Sond. CV-25-879,67381,Sond. CV-25-879,1,P,Indice travaillé,18,568177,5929911,33H12,2025,Li,Cs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,GMLI_P_N,-73.971845,53.513711,9,Potentiel fort,Shaakichiuwaanaan,2.34,Code GMLI | Lithium en substance principale | Indice travaillé | Substances associées : Cs | Très proche d’un projet lithium connu,10-SB-6326,Cartographique,Sulfures,pegmatite,13.73,Très proche d'une cible
0,12853,Éch. F437504,67119,Éch. F437504,1,I,"Indice, aucun travail",18,681861,5906266,33H08,2024,Li,,,,,,,,,,,,,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,GMLI_I_N,-72.272506,53.274395,9,Potentiel fort,Adina,13.01,Code GMLI | Lithium en substance principale | Typologie pegmatitique | Très proche d’un projet lithium connu,(6) Adina (14-AB-6048A),Cartographique,Minéral,"lithium, pegmatite, spodumène, spodumene, tantale, niobium",14.39,Très proche d'une cible
0,13037,Éch. F437555,67308,Éch. F437555,1,I,"Indice, aucun travail",18,683602,5905567,33H08,2024,Li,,,,,,,,,,,,P,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,M4,,,,,,,,,,,,,,SO,MV,PS,,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,N,Inconnue,MJ,Majeur,L,Inscrit dans lithologie,N,,GMLI_I,-72.246832,53.267519,9,Potentiel fort,Adina,14.86,Code GMLI | Lithium en substance principale | Typologie pegmatitique | Très proche d’un projet lithium connu,(6) Adina (14-AB-6048A),Cartographique,Minéral,"lithium, pegmatite, spodumène, spodumene, tantale, niobium",16.22,Très proche d'une cible
0,12603,Cancet-Est,66857,Cancet-Est,1,P,Indice travaillé,18,507420,5927833,33G07,2022,Li,Cs,Ta,,,,,,,,,,Be,Bi,Ni,Cr,Zn,Nb,Rb,Ga,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,I4I,,V4,,R1,,,,,,,,,,BO,PG,TC,ST,CB,GR,QZ,,,,,,,,,,,,,,,,,,,IN,Inconnue,N,Inconnue,IN,Indéterminé,I,Indéterminé,N,,GMLI_P,-74.888141,53.499402,9,Potentiel fort,Shaakichiuwaanaan,62.85,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Indice travaillé | Substances associées : Ta, Cs, Be, Nb, Rb | Dans un rayon de 100 km d’un projet lithium connu",SB-5163,Cartographique,Sulfures,pegmatite,19.22,Très proche d'une cible
0,218,Cancet,156,Cancet,1,P,Indice travaillé,18,506134,5927884,33G07,2009,Li,Ta,Be,Cs,Bi,Nb,Zn,Pb,,,,,Ga,Rb,Ag,Co,Cr,Ni,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,I3A,,,,,,,,,,,,,,MV,SO,,,,,,,,,,,,,,,,,,,,,,,,TI,Tabulaire irrégulier,N,Inconnue,IN,Indéterminé,L,Inscrit dans lithologie,N,,GMLI_P,-74.907527,53.499877,9,Potentiel fort,Shaakichiuwaanaan,64.13,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Indice travaillé | Substances associées : Ta, Cs, Be, Nb, Rb | Dans un rayon de 100 km d’un projet lithium connu",SB-5163,Cartographique,Sulfures,pegmatite,19.94,Très proche d'une cible
0,12687,Ninaaskumuwin,66945,Ninaaskumuwin,1,P,Indice travaillé,18,342853,5827869,33C11,2023,Li,,,,,,,,,,,,,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,GMLI_P_N,-77.319244,52.578128,9,Potentiel fort,Galaxy,41.84,Code GMLI | Lithium en substance principale | Typologie pegmatitique | Indice travaillé | Proche d’un projet lithium connu,Béryl,Cartographique,Minéral,pegmatite,21.0,Très proche d'une cible
0,13062,Grogu,67336,Grogu,1,I,"Indice, aucun travail",18,339847,5825842,33C11,2024,Li,,,,,,,,,,,,Cs,Ta,Ga,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,M16,,I3A,,,,,,,,,,,,TL,BL,SO,MV,GR,BO,,,,,,,,,,,,,,,,,,,,A,Amas,D,Disséminée,MJ,Majeur,L,Inscrit dans lithologie,N,,GMLI_I,-77.362588,52.559044,9,Potentiel fort,Galaxy,41.26,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Substances associées : Ta, Cs | Proche d’un projet lithium connu",Béryl,Cartographique,Minéral,pegmatite,24.02,Très proche d'une cible
0,222,Cyr-2,160,Cyr-2,1,I,"Indice, aucun travail",18,361460,5788560,33C03,1966,Li,,,,,,,,,,,,,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,M4,,,,,,,,,,,,,,MV,SO,QZ,PG,BL,IM,,,,,,,,,,,,,,,,,,,,TR,Tabulaire régulier,D,Disséminée,MJ,Majeur,L,Inscrit dans lithologie,N,,GMLI_I,-77.028565,52.230009,9,Potentiel fort,Galaxy,2.63,Code GMLI | Lithium en substance principale | Typologie pegmatitique | Très proche d’un projet lithium connu,Béryl,Cartographique,Minéral,pegmatite,38.65,Proche d'une cible
0,13158,Éduc,67432,Éduc,1,I,"Indice, aucun travail",19,313728,5903730,23E05,2023,Li,Cs,Be,,,,,,,,,,,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,,,,,,,,,,,,,,,SO,MV,TL,GR,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,A,Disséminée à massive,IN,Indéterminé,L,Inscrit dans lithologie,N,,GMLI_I,-71.792079,53.250096,9,Potentiel fort,Adina,44.95,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Substances associées : Cs, Be | Proche d’un projet lithium connu",(6) Adina (14-AB-6048A),Cartographique,Minéral,"lithium, pegmatite, spodumène, spodumene, tantale, niobium",46.39,Proche d'une cible
0,12692,Arwen,66950,Arwen,1,P,Indice travaillé,18,358385,5877778,33F03,2023,Li,Ta,,,,,,,,,,,Cs,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,I3A,,I1B,,,,,,,,,,,,SO,LP,,,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,M,Massive,IN,Indéterminé,I,Indéterminé,N,,GMLI_P,-77.111814,53.030761,9,Potentiel fort,Galaxy,88.55,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Indice travaillé | Substances associées : Ta, Cs | Dans un rayon de 100 km d’un projet lithium connu",Béryl,Cartographique,Minéral,pegmatite,50.88,Dans un rayon de 100 km
0,10060,Lithos-Sud (Waba 5),9635,Lithos-Sud (Waba 5),1,P,Indice travaillé,18,481820,5771735,33B03,2007,Li,,,,,,,,,,,,Be,Nb,Ta,Cs,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,M4,,,,,,,,,,,,,,MV,TL,QZ,AP,TN,SO,FP,GR,,,,,,,,,,,,,,,,,,IN,Inconnue,N,Inconnue,MJ,Majeur,L,Inscrit dans lithologie,N,,GMLI_P,-75.265387,52.095875,9,Potentiel fort,Whabouchi,61.41,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Indice travaillé | Substances associées : Ta, Cs, Be, Nb | Dans un rayon de 100 km d’un projet lithium connu",PR-6073,Cartographique,Minéral,pegmatite,66.69,Dans un rayon de 100 km
0,13169,Rose Ouest-Cible Est,67466,Rose Ouest-Cible Est,1,P,Indice travaillé,18,412423,5764459,33C01,2026,Li,,,,,,,,,,,,Ta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,GMLI_P_N,-76.276396,52.023842,9,Potentiel fort,Rose Lithium-Tantale,7.26,Code GMLI | Lithium en substance principale | Indice travaillé | Substances associées : Ta | Très proche d’un projet lithium connu,FS-3292,Cartographique,Minéral,pegmatite,69.57,Dans un rayon de 100 km
0,12321,Éch. 129446,59346,Éch. 129446,1,I,"Indice, aucun travail",18,357317,5751811,32N14,2018,Li,Ta,Cs,,,,,,,,,,,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,V3B,,,,,,,,,,,,,,AP,SO,FP,GR,MV,QZ,TL,,,,,,,,,,,,,,,,,,,LI,Lenticulaire irrégulier,D,Disséminée,MJ,Majeur,V,Veine,N,,GMLI_I,-77.073829,51.898764,9,Potentiel fort,Galaxy,37.38,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Substances associées : Ta, Cs | Proche d’un projet lithium connu",Béryl,Cartographique,Minéral,pegmatite,75.59,Dans un rayon de 100 km
0,12320,Éch. 129364 et 129366,59340,Éch. 129364 et 129366,1,I,"Indice, aucun travail",18,355839,5750667,32N14,2018,Li,Ta,Cs,Be,Nb,Sn,,,,,,,Rb,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,V3B,,,,,,,,,,,,,,BL,SO,TL,QZ,MV,FP,AP,GR,,,,,,,,,,,,,,,,,,LI,Lenticulaire irrégulier,D,Disséminée,MJ,Majeur,V,Veine,N,,GMLI_I,-77.094817,51.888105,9,Potentiel fort,Galaxy,38.61,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Substances associées : Ta, Cs, Be, Nb, Rb | Proche d’un projet lithium connu",Béryl,Cartographique,Minéral,pegmatite,76.87,Dans un rayon de 100 km
0,12637,Éch. E073359,66893,Éch. E073359,1,I,"Indice, aucun travail",18,466651,5731269,32O11,2022,Li,,,,,,,,,,,,Ta,Cs,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,V3,,,,,,,,,,,,,,SO,MV,,,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,D,Disséminée,MJ,Majeur,F,Dans faille ou cisaillement,N,,GMLI_I,-75.482895,51.731348,9,Potentiel fort,Whabouchi,26.17,"Code GMLI | Lithium en substance principale | Typologie pegmatitique | Substances associées : Ta, Cs | Proche d’un projet lithium connu",FS-3292,Cartographique,Minéral,pegmatite,101.84,Éloigné des cibles
0,12685,Éch. H874004,66943,Éch. H874004,1,I,"Indice, aucun travail",18,437589,5722597,32O12,2023,Li,,,,,,,,,,,,,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,GMLI_I_N,-75.90212,51.650902,9,Potentiel fort,Whabouchi,4.64,Code GMLI | Lithium en substance principale | Typologie pegmatitique | Très proche d’un projet lithium connu,FS-3292,Cartographique,Minéral,pegmatite,106.49,Éloigné des cibles
0,11950,D110131,51152,D110131,1,I,"Indice, aucun travail",18,286535,5368064,32C05,2017,Li,,,,,,,,,,,,,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,V2J,,,,,,,,,,,,,,SO,PO,PY,,,,,,,,,,,,,,,,,,,,,,,LR,Lenticulaire régulier,D,Disséminée,MI,Mineur,L,Inscrit dans lithologie,N,,GMLI_I,-77.885812,48.429513,9,Potentiel fort,Complexe Lithium Amérique du Nord,6.01,Code GMLI | Lithium en substance principale | Typologie pegmatitique | Très proche d’un projet lithium connu,Indice Kekek (15-AM-200B),Cartographique,Échan. roche,pegmatite,148.37,Éloigné des cibles
