NUMR_CIBLE,ID_CIBLE,FUS,ESTN,NORD,TYPE,NATUR,DIAME,DESCR1,DESCR2,DESCR3,DESCR4,DESCR_ANG1,DESCR_ANG2,DESCR_ANG3,DESCR_ANG4,NOM_OBSER,NOM_PROJE,METH_EVAL,CODE_TYPOL,SPEC_MAX_U,SPEC_MOY_U,SPEC_U_TH,KEATI_AMPL,KEATI_COEF,NOTE_CENT1,NOTE_CENT2,VAL_CENTI,MESUR_MAX,VAL_RESID,VAL_NIVEL,CODE_SYMBL,DATE_PREM,NUMR_INTER,AN_DIFFU,NUMR_ECHN1,TYPE_ECHN1,ELEM_CHIM1,CENT_ECHN1,IND_ECHN1,TENR_ECHN1,UNIT_ECHN1,NUMR_ECHN2,TYPE_ECHN2,ELEM_CHIM2,CENT_ECHN2,IND_ECHN2,TENR_ECHN2,UNIT_ECHN2,NUMR_ECHN3,TYPE_ECHN3,ELEM_CHIM3,CENT_ECHN3,IND_ECHN3,TENR_ECHN3,UNIT_ECHN3,NUMR_ECHN4,TYPE_ECHN4,ELEM_CHIM4,CENT_ECHN4,IND_ECHN4,TENR_ECHN4,UNIT_ECHN4,NUMR_ECHN5,TYPE_ECHN5,ELEM_CHIM5,CENT_ECHN5,IND_ECHN5,TENR_ECHN5,UNIT_ECHN5,NUMR_SUBS1,MINR_SUBS1,AUTR_SUBS1,IND_SUBS1,TENR_SUBS1,UNIT_SUBS1,NUMR_SUBS2,MINR_SUBS2,AUTR_SUBS2,IND_SUBS2,TENR_SUBS2,UNIT_SUBS2,NUMR_SUBS3,MINR_SUBS3,AUTR_SUBS3,IND_SUBS3,TENR_SUBS3,UNIT_SUBS3,NUMR_SUBS4,MINR_SUBS4,AUTR_SUBS4,IND_SUBS4,TENR_SUBS4,UNIT_SUBS4,NUMR_SUBS5,MINR_SUBS5,AUTR_SUBS5,IND_SUBS5,TENR_SUBS5,UNIT_SUBS5,NUMR_RAPR1,NUMR_RAPR2,NUMR_RAPR3,Coord_X,Coord_Y,MOTS_CLES_TROUVES
248390,13-TC-5008D,19,504614,5585041,Cartographique,Terres rares,Ponctuelle,"Dyke de pegmatite granitique blanchâtre, de 1 cm à 20 cm d'épaisseur, coupant un paragneiss rubané à GP-BO-GR. Teneurs en terres rares légères de 5065 ppm (1380 ppm La, 2490 ppm Ce et 844 ppm Nd).",,,,"Whitish granitic pegmatite dyke (1-20 cm wide) that cuts a banded paragneiss (GP-BO-GR). LREE contents of 5065 ppm (1380 ppm La, 2490 ppm Ce and 844 ppm Nd).",,,,"Abdelali Moukhsil, Fabien Solgadi","Cartographie - Région du Lac Okaopéo, Côte-Nord",Cartographie,,0,0,0,0,0,,,0,0,0,0,CARTOPT,20131112,248390,,2013057970,Roches,Lanthane,0,O,1380,ppm,2013057970,Roches,Cérium,0,O,2490,ppm,2013057970,Roches,Néodyme,0,O,844,ppm,0,,,0,,0,,0,,,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,PRO 2013-02,PRO 2013-03,,-68.935055,50.417384,pegmatite
248391,13-TC-5072B,19,510668,5603384,Cartographique,Terres rares,Ponctuelle,"Dyke de pegmatite granitique de 10 cm à 30 cm d'épaisseur, injectée dans un monzogranite mégacristique, folié et mylonitisé. Teneurs en terres rares légères de 4809 ppm (1330 ppm La, 2360 ppm Ce et 788 ppm Nd).",,,,"Granitic pegmatite dyke (10-30 cm wide) cutting a foliated and mylonitized megacrystic monzogranite. Value of 4809 ppm LREE (1330 ppm La, 2360 ppm Ce and 788 ppm Nd).",,,,"Abdelali Moukhsil, Fabien Solgadi","Cartographie - Région du Lac Okaopéo, Côte-Nord",Cartographie,,0,0,0,0,0,,,0,0,0,0,CARTOPT,20131112,248391,,2013057969,Roches,Cérium,0,O,2360,ppm,2013057969,Roches,Lanthane,0,O,1330,ppm,2013057969,Roches,Néodyme,0,O,788,ppm,0,,,0,,0,,0,,,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,PRO 2013-02,PRO 2013-03,,-68.849317,50.582268,pegmatite
248392,13-FS-1202C,19,510162,5601234,Cartographique,Terres rares,Ponctuelle,"Dyke de pegmatite blanchâtre d'environ 1 m d'épaisseur, à biotite et à magnétite coupant une monzodiorite quartzifère foliée. La pegmatite titre 6,04 % en terres rares légères (1,53 % La, 2,94 % Ce, 1,1 % Nd) et 0,28 % Th.",,,,"Whitish BO- and MG-rich pegmatite dyke (1 m wide) that cuts a foliated quartz monzonite; 6,04 % LREE (1.53 % La, 2.94 % Ce, 1.1 % Nd) and 0.28 % Th.",,,,"Abdelali Moukhsil, Fabien Solgadi","Cartographie - Région du Lac Okaopéo, Côte-Nord",Cartographie,,0,0,0,0,0,,,0,0,0,0,CARTOPT,20131112,248392,,2013057968,Roches,Cérium,0,O,29000,ppm,2013057968,Roches,Lanthane,0,O,14900,ppm,2013057968,Roches,Néodyme,0,O,10800,ppm,2013057968,Roches,Thorium,0,O,2850,ppm,0,,,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,PRO 2013-02,PRO 2013-03,,-68.856523,50.562942,pegmatite
248393,13-AM-013A,19,512052,5614036,Cartographique,Terres rares,Ponctuelle,"Dyke de pegmatite granitique, blanchâtre (au moins 10 m de large par 100 m de long) coupant un paragneiss à biotite. Les teneurs sont : 6513 ppm terres rares légères (1120 ppm Nd, 3230 ppm Ce, 1660 ppm La), 1130 ppm Th et 2980 ppm Zr.",,,,"Whitish granitic pegmatite dyke (10 m X 100 m) that cuts BO-rich paragneiss; 6513 ppm LREE (1120 ppm Nd, 3230 ppm Ce, 1660 ppm La), 1130 ppm Th and 2980 ppm Zr.",,,,"Abdelali Moukhsil, Fabien Solgadi","Cartographie - Région du Lac Okaopéo, Côte-Nord",Cartographie,,0,0,0,0,0,,,0,0,0,0,CARTOPT,20131112,248393,,2013057817,Roches,Cérium,0,O,3230,ppm,2013057817,Roches,Lanthane,0,O,1660,ppm,2013057817,Roches,Néodyme,0,O,1120,ppm,2013057817,Roches,Thorium,0,O,1130,ppm,2013057817,Roches,Zirconium,0,O,2980,ppm,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,PRO 2013-02,PRO 2013-03,,-68.829423,50.678035,pegmatite
248394,13-AE-2149B,19,503389,5589641,Cartographique,Terres rares,Ponctuelle,"Dyke de pegmatite granitique (60 à 80 cm), à biotite et à magnétite coupant une mangérite foliée et porphyrique. La pegmatite titre 8766 ppm de terres rares légères (1710 ppm Nd, 4130 ppm Ce), 766 ppm Th et 6340 ppm Zr.",,,,"BO- and MG-rich granitic pegmatite dyke (60-80 cm wide) intruded in foliated and porphyritic mangerite. Pegmatite sample grades 8766 ppm LREE (1710 ppm Nd, 4130 ppm Ce), 766 ppm Th and 6340 ppm Zr.",,,,"Abdelali Moukhsil, Fabien Solgadi","Cartographie - Région du Lac Okaopéo, Côte-Nord",Cartographie,,0,0,0,0,0,,,0,0,0,0,CARTOPT,20131112,248394,,2013057971,Roches,Cérium,0,O,4130,ppm,2013057971,Roches,Lanthane,0,O,2150,ppm,2013057971,Roches,Néodyme,0,O,1710,ppm,2013057971,Roches,Thorium,0,O,766,ppm,2013057971,Roches,Zirconium,0,O,6340,ppm,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,PRO 2013-02,PRO 2013-03,,-68.952256,50.458761,pegmatite
248396,13-AM-10B,19,511247,5618279,Cartographique,Terres rares,Ponctuelle,"Dyke de pegmatite granitique de 1 m à 2 m d'épaisseur coupant un paragneiss à GP-GR. Les teneurs sont de 2170 ppm de terres rares légères (318 ppm Nd, 1080 ppm Ce, 639 ppm La), 133 ppm Th et 454 ppm Zr.",,,,"Whitish BO-rich granitic pegmatite dyke (1-2 m wide) with >1 % PY intruded in a GP- and GR-rich paragneiss; 2170 ppm LREE (318 ppm Nd, 1080 ppm Ce, 639 ppm La), 133 ppm Th and 454 ppm Zr.",,,,"Abdelali Moukhsil, Fabien Solgadi","Cartographie - Région du Lac Okaopéo, Côte-Nord",Cartographie,,0,0,0,0,0,,,0,0,0,0,CARTOPT,20131112,248396,,2013057816,Roches,Cérium,0,O,1080,ppm,2013057816,Roches,Lanthane,0,O,639,ppm,2013057816,Roches,Néodyme,0,O,318,ppm,2013057816,Roches,Thorium,0,O,133,ppm,2013057816,Roches,Zirconium,0,O,454,ppm,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,PRO 2013-02,PRO 2013-03,,-68.840687,50.716208,pegmatite
248397,13-AM-07A,19,510199,5620952,Cartographique,Terres rares,Ponctuelle,"Dyke de pegmatite granitique blanchâtre (2 à 3 m d'épaisseur) coupant un paragneiss à GR. Les teneurs sont de 4008 ppm de terres rares légères (639 ppm La, 2020 ppm Ce, 605 ppm Nd) et 400 ppm Th.",,,,"Whitish BO-rich granitic pegmatite dyke (2-3 m wide) showing >1% PY, cutting a GR-rich paragneiss; 4008 ppm LREE (639 ppm La, 2020 ppm Ce, 605 ppm Nd) and 400 ppm Th.",,,,"Abdelali Moukhsil, Fabien Solgadi","Cartographie - Région du Lac Okaopéo, Côte-Nord",Cartographie,,0,0,0,0,0,,,0,0,0,0,CARTOPT,20131112,248397,,2013057815,Roches,Cérium,0,O,2020,ppm,2013057815,Roches,Lanthane,0,O,1120,ppm,2013057815,Roches,Néodyme,0,O,605,ppm,2013057815,Roches,Thorium,0,O,400,ppm,2013057815,Roches,Zirconium,0,N,886,ppm,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,PRO 2013-02,PRO 2013-03,,-68.855458,50.740265,pegmatite
248418,13-SB-6129E,19,539616,5547514,Cartographique,Sulfures,Ponctuelle,Dykes de pegmatite blanchâtre (1 cm à 3 cm d'épaisseur) injectées dans un gabbronorite à grain moyen. De gros cristaux de MO (1 cm à 3 cm) se présentent en bordures des dykes de pegmatite. Un échantillon a donné 3610 ppm Mo.,,,,Whitish pegmatite dykes (1-3 cm wide) injected within a medium-grained gabbronorite. MO occurs as coarse crystals lying along dyke margins. A sample gives 3610 ppm Mo.,,,,"Abdelali Moukhsil, Fabien Solgadi","Cartographie - Région du Lac Okaopéo, Côte-Nord",Cartographie,,0,0,0,0,0,,,0,0,0,0,CARTOPT,20131112,248418,,2013057973,Roches,Molybdène,0,O,3610,ppm,0,,,0,,0,,0,,,0,,0,,0,,,0,,0,,0,,,0,,0,,1,Molybdénite,,O,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,PRO 2013-02,PRO 2013-03,,-68.446317,50.078576,pegmatite
262838,(6) Adina (14-AB-6048A),18,667601,5908518,Cartographique,Minéral,Ponctuelle,"Granite pegmatitique à spodumène. Un échantillon a donné 1570 ppm Li, 355 ppm Be, 50 ppm Ta et 88 ppm Nb.",,,,"Spodumene pegmatitic granite. A sample grades 1,570 ppm Li, 355 ppm Be, 50 ppm Ta and 88 ppm Nb.",,,,"Pénélope Burniaux, Mehdi A. Guemache, Joséphine Gigon, Jean Goutier","Cartographie - Région du lac Dalmas, Baie-James",Cartographie,Pegmatites gra.,0,0,0,0,0,,,0,0,0,0,CARTOPT,20141118,262838,,0,,Lithium,0,O,0,,0,,Béryllium,0,N,0,,0,,Niobium,0,N,0,,0,,Tantale,0,N,0,,0,,,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,,,,-72.48495,53.299317,"lithium, pegmatite, spodumène, spodumene, tantale, niobium"
262868,(36) Raoul (14-PA-3097B),18,535989,5309822,Cartographique,Affleurement,Ponctuelle,"Dyke de pegmatite granitique rosâtre (1 cm à 4 m) coupant un paragneiss à biotite, sillimanite et PY. Teneurs de 7299,68 ppm de terres rares totales (935 ppm Nd).",,,,"Pinkish granitic pegmatite dyke (1 cm to 4 m wide) crosscutting biotite-sillimanite paragneiss (trace of PY). 7,300 ppm TREE (935 ppm Nd).",,,,"Abdelali Moukhsil, Fabien Solgadi","Cartographie - Région de Parent, Haut-Saint-Maurice",Cartographie,Pegmatites gra.,0,0,0,0,0,,,0,0,0,0,CARTOPT,20141118,262868,,0,,,0,,0,,0,,,0,,0,,0,,,0,,0,,0,,,0,,0,,0,,,0,,0,,1,,Terres rares,O,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,,,,-74.518096,47.940703,pegmatite
262869,(37) Haltaparche (14-FS-1203B),18,558789,5329531,Cartographique,Lithologie,Ponctuelle,"Dyke de pegmatite granitique à texture graphique (10 cm à 3 m de large x 10 m de longueur) avec cristaux de biotite et d'allanite (mm). Teneurs de 8336,78 ppm de terres rares totales (1520 ppm Nd).",,,,"Granitic pegmatite dyke with graphic texture (10 cm to 3m wide and approximately 10 m long) with biotite and allanite crystals.  8,337 ppm TREE (1,520 ppm Nd).",,,,"Abdelali Moukhsil, Fabien Solgadi","Cartographie - Région de Parent, Haut-Saint-Maurice",Cartographie,Pegmatites gra.,0,0,0,0,0,,,0,0,0,0,CARTOPT,20141118,262869,,0,,,0,,0,,0,,,0,,0,,0,,,0,,0,,0,,,0,,0,,0,,,0,,0,,1,,Terres rares,O,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,,,,-74.210116,48.116324,pegmatite
262871,(39) Capimit (14-AM-023),18,550714,5302730,Cartographique,Lithologie,Ponctuelle,"Dyke de pegmatite granitique rosâtre (1 cm à 20 cm de large) injecté dans une mangérite. Teneurs de 1208 ppm de terres rares totales, 157 ppm Nb, 15 ppm Ta.",,,,"Pinkish granitic pegmatite dyke (> 1 cm to 20 cm wide) intruded into mangerite. 1,208 ppm TREE, 157 ppm Nb, 15 ppm Ta.",,,,"Abdelali Moukhsil, Fabien Solgadi","Cartographie - Région de Parent, Haut-Saint-Maurice",Cartographie,Pegmatites gra.,0,0,0,0,0,,,0,0,0,0,CARTOPT,20141118,262871,,0,,Niobium,0,O,0,,0,,,0,,0,,0,,,0,,0,,0,,,0,,0,,0,,,0,,0,,1,,Terres rares,O,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,,,,-74.32177,47.875902,"pegmatite, niobium"
262932,Indice Galipeau1 (15-FS-1072B),18,497674,5262904,Cartographique,Terres rares,Ponctuelle,"Dyke de pegmatite granitique rosâtre (<1 m d'épaisseur) coupant un gabbro magnétique. Présence d'allanite, de monazite et de carbonates de terres rares. >5636 ppm ETR (599 ppm Nd), 648 ppm Th.",,,,"Pinkish granitic pegmatite dyke (<1 m wide) cutting a magnetic gabbro. This dyke contains allanite, monazite and REE carbonates. >5636 ppm TREE (599 ppm Nd) and 648 ppm Th.",,,,"Abdelali Moukhsil, Saïd Belkacim, Fabien Solgadi","Cartographie-Région de Clova, Haute-Mauricie",Spectrométrie,Pegmatites gra.,4,0,0,0,0,,,0,0,0,0,CARTOPT,20151124,262932,,0,,Terres rares,0,O,648,ppm,0,,Thorium,0,N,599,ppm,0,,,0,,0,,0,,,0,,0,,0,,,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,,,,-75.030896,47.51956,pegmatite
262933,Indice Galipeau2 (15-FS-1074C),18,496247,5266023,Cartographique,Terres rares,Ponctuelle,"Dyke de pegmatite granitique rosâtre, ± 40 cm d'épaisseur, coupant un granite folié, faiblement hématitisé, à grain moyen et modérément déformé. 554 ppm Th.",,,,"Pinkish granitic pegmatite dyke (<40 cm wide) cutting a foliated, medium-grained, weakly hematized, and moderately deformed granite. 554 ppm Th.",,,,"Abdelali Moukhsil, Saïd Belkacim, Fabien Solgadi","Cartographie-Région de Clova, Haute-Mauricie",Spectrométrie,Pegmatites gra.,2.5,0,0,0,0,,,0,0,0,0,CARTOPT,20151124,262933,,0,,Thorium,0,O,554,ppm,0,,,0,,0,,0,,,0,,0,,0,,,0,,0,,0,,,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,,,,-75.049877,47.547618,pegmatite
262934,Koroleff (15-DG-8008C),18,494485,5301931,Cartographique,Terres rares,Ponctuelle,"Dyke de pegmatite granitique rosâtre, ±50 à 70 cm d'épaisseur, coupant une mangérite. 1072 ppm ETR, 120 ppm Th, 14 ppm U.",,,,"Pinkish granitic pegmatite dyke (50 to 70 cm wide) intruded into a mangerite. 1072 ppm REE, 120 ppm Th and 14 ppm U.",,,,"Abdelali Moukhsil, Saïd Belkacim, Fabien Solgadi","Cartographie-Région de Clova, Haute-Mauricie",Spectrométrie,Pegmatites gra.,3.7,0,0,0,0,,,0,0,0,0,CARTOPT,20151124,262934,,0,,Terres rares,0,O,1072,ppm,0,,,0,,0,,0,,,0,,0,,0,,,0,,0,,0,,,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,,,,-75.073748,47.870692,pegmatite
263002,Indice Kekek (15-AM-200B),18,433158,5342784,Cartographique,Échan. roche,Ponctuelle,Poche de pegmatite granitique à muscovite (albitisée) dans un paragneiss migmatitique à biotite. 1860 ppm ETR (269 ppm Nd).,,,,MV-bearing granitic pegmatite (albitized) cutting a migmatitic paragneiss. 1860 ppm REE (269 ppm Nd).,,,,"Abdelali Moukhsil, Saïd Belkacim, Fabien Solgadi","Cartographie-Région de Clova, Haute-Mauricie",Anal. chimique,,0,0,0,0,0,,,0,0,0,0,CARTOPT,20151124,263002,,0,,Terres rares,0,O,1860,ppm,0,,,0,,0,,0,,,0,,0,,0,,,0,,0,,0,,,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,,,,-75.900155,48.234751,pegmatite
263003,Indice Shingle (15-GC-2122C),18,496508,5282091,Cartographique,Échan. roche,Ponctuelle,"Gabbro migmatitique injecté par des dykes de pegmatite granitique (<1 m d'épaisseur). 2541 ppm ETR (471 ppm Nd, 128,79 ppm TR lourdes), 286 ppm Y.",,,,"Migmatitic gabbro cut by dykes of granitic pegmatite (<1 m-thick). 2541 ppm REE (471 ppm Nd, 128.79 ppm HREE), 286 ppm Y.",,,,"Abdelali Moukhsil, Saïd Belkacim, Fabien Solgadi","Cartographie-Région de Clova, Haute-Mauricie",Anal. chimique,,0,0,0,0,0,,,0,0,0,0,CARTOPT,20151124,263003,,0,,Terres rares,0,O,2541,ppm,0,,,0,,0,,0,,,0,,0,,0,,,0,,0,,0,,,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,,,,-75.046536,47.692196,pegmatite
263020,Blanchette,18,648792,5276522,Cartographique,Affleurement,Ponctuelle,Dykes de pegmatite granitique très déformés de <1 m d'épaisseur injectés dans un paragneiss. La pegmatite à grains grossiers est composée de feldspath potassique-plagioclase-amphibole-zircon ± magnétite ± allanite. La magnétite est localisée,amphiboles et semble être associée à la minéralisation de terres rares. Lallanite forme des petits cristaux  disséminés dans la roche. Le zircon (<10 %) forme de gros cristaux xénomorphes ou des inclusions dans la biotite. Un échantillon chois,"des valeurs de 26 967 ppm ETR, dont 4090 ppm Nd, 4070 ppm Th, 6790 ppm Zr. Une veine de sulfure massif qui coupe la pegmatite présente de faibles teneurs en Cu-Ni.",,Strongly deformed granitic pegmatite dykes about 1 m thick cutting foliated medium-grained paragneiss. The coarse grained pegmatite is formed of K-feldspar-plagioclase-amphibole ± magnetite ± monazite ± allanite. Magnetite is found around the amphibol,"and the rare earth mineralization seems to be associated with it. Allanite (1%) forms small round crystal disseminated in the rock. Zircon (<10 %) forms large anhedral crystals or inclusions in biotite. 26 967 ppm TREE, including 4090 ppm Nd, 4070 ppm Th",6790 ppm Zr.,,Abdelali Moukhsil,Géologie de la région de Wemotaci,Anal. chimique,Pegmatites gra.,0,0,0,0,0,,,0,0,0,0,CARTOPT,20161122,263020,,2016065401,Roches,Néodyme,0,N,4090,ppm,2016065401,Roches,Zirconium,0,N,6790,ppm,2016065401,Roches,Terres rares,0,O,26967.1992188,ppm,2016065401,Roches,Thorium,0,N,4070,ppm,0,,,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,,,,-73.019622,47.625001,pegmatite
263021,Bardy,18,619140,5271332,Cartographique,Affleurement,Ponctuelle,Dykes de pegmatite blanchâtre à rosée de 20 cm à 4 m d'épaisseur coupant une gabbronorite foliée à grain moyen. La pegmatite rosée est constituée de feldspath potassique-plagioclase-quartz-amphibole ± allanite. Un échantillon choisi a donné 6,dont 1150 ppm Nd.,,,"White and pinkish granitic pegmatite dykes cutting foliated medium-grained gabbronorite. The pinkish pegmatite, about 20 cm to 4 m thick, is formed of K-feldspar-plagioclase-quartz-amphibole ± allanite. 6848 ppm TREE, including 1150 ppm Nd.",,,,Abdelali Moukhsil,Géologie de la région de Wemotaci,Anal. chimique,Pegmatites gra.,0,0,0,0,0,,,0,0,0,0,CARTOPT,20161122,263021,,2016065412,Roches,Terres rares,0,O,6848.7402344,ppm,2016065412,Roches,Néodyme,0,N,1150,ppm,0,,,0,,0,,0,,,0,,0,,0,,,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,,,,-73.415517,47.584454,pegmatite
263025,Laudance,18,622139,5290515,Cartographique,Affleurement,Ponctuelle,"Dykes de syénite de 2 à 3 m dépaisseur coupant une gabbronorite. La syénite est à grain fin et est composée de felspath-K-quartz-plagioclase-amphibole. Deux échantillons choisis ont donné 1235 ppm ETR, dont 177 ppm Nd et 1229 ppm ETR dont 179",,,,"Syenite dykes 2 to 3 m thick cutting a gabbronorite. The fine grained syenite is composed of alkali feldspar-quartz-plagioclase-amphibole. Two hand samples return 1235 ppm TREE, including 177 ppm Nd, and 1229 ppm TREE including 179 ppm Nd.",,,,Abdelali Moukhsil,Géologie de la région de Wemotaci,Anal. chimique,Pegmatites gra.,0,0,0,0,0,,,0,0,0,0,CARTOPT,20161122,263025,,2016065464,Roches,Terres rares,0,O,1235.6700439,ppm,2016065465,Roches,Terres rares,0,O,1229.4699707,ppm,0,,,0,,0,,0,,,0,,0,,0,,,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,,,,-73.370285,47.756429,pegmatite
263033,Heart,18,606904,5271025,Cartographique,Affleurement,Ponctuelle,"Granite à feldspath alcalin massif composé de quartz-feldspath-K-amphibole ± magnétite ± plagioclase. Un échantillon choisi a donné 985 ppm ETR, dont 183 ppm Nd.",,,,"Massive granite consisting of alkali feldspar-quartz-amphibole ± magnetite ± plagioclase. 985 ppm TREE, including 183 ppm Nd.",,,,Abdelali Moukhsil,Géologie de la région de Wemotaci,Anal. chimique,Pegmatites gra.,0,0,0,0,0,,,0,0,0,0,CARTOPT,20161122,263033,,201665528,Roches,Terres rares,0,O,985.6400146,ppm,0,,,0,,0,,0,,,0,,0,,0,,,0,,0,,0,,,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,,,,-73.578268,47.583824,pegmatite
263112,Indice Blacksmith,18,458512,5894675,Géochimique,Minéral,Ponctuelle,"Granite à feldspath alcalin à grenat, biotite, tourmaline et muscovite montrant un rubanement centimétrique. Teneur élevée en Be (386 ppm) mais relativement faible en Li (<0,01 %).",,,,"Banded alkali-feldspar granite with garnet, biotite, tourmaline and muscovite. High Be content (386 ppm), but relatively low in Li ( <0,01 %).",,,,Jean Goutier,Géologie de la région des lacs Sakami et Ewart,Anal. chimique,Pegmatites gra.,0,0,0,0,0,,,0,0,0,0,GEOCHPT,20161122,263112,,2016066110,Roches,Béryllium,0,O,386,ppm,0,,,0,,0,,0,,,0,,0,,0,,,0,,0,,0,,,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,,,,-75.621075,53.19978,pegmatite
263197,Coucoucache,18,638119,5288188,Cartographique,Affleurement,Ponctuelle,"Dyke de pegmatite à structure graphique d'environ 2 m d'épaisseur. Elle est composée de feldspath potassique, de plagioclase, de quartz, de biotite ± allanite ± thorite. Le quartz est enfumé. Les cristaux d'allanite sont arrondis et atteignent 2 cm","large. La roche présente une hématisation répandue. Un échantillon choisi a donné 7639 ppm ETR, dont 1600 ppm Nd, et 1570 ppm Th.",,,"A 2 m thick pegmatite dyke with graphic structure composed of K-feldspar, plagioclase, quartz, biotite ± allanite ± thorite. Quartz is smoky. Allanite crystals of are rounded and reach 2 cm. The rock shows a pervasive hematite alteration. A grab sample","returned 7639 ppm TREE, including 1600 ppm Nd, and 1570 ppm Th.",,,Abdelali Moukhsil,Géologie de la région de Wemotaci,Anal. chimique,Pegmatites gra.,0,0,0,0,0,,,0,0,0,0,CARTOPT,20161122,263197,,2016065603,Roches,Terres rares,0,N,7639,ppm,2016065603,Roches,Néodyme,0,N,1600,ppm,2016065603,Roches,Thorium,0,N,1570,ppm,0,,,0,,0,,0,,,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,,,,-73.157908,47.732278,pegmatite
263287,Polymétallique - Lac Jaux,18,474246,5338773,Quaternaire,Sédiments till,Ponctuelle,"Échantillon de till montrant des valeurs anomales pour plusieurs éléments (Co, Cu, ETR, Fe, Mn, Nb, Rb, Th, Ti, U, Zn). La cible semble avoir une signature qui pourrait être associée à des gisements  polymétalliques à oxyde de fer-Cu-U-ETR ou à",sulfures massifs volcanogènes (SMV) à Zn-Cu. Présence de monazites et d'un grain dilménite niobifère dans le concentré de minéraux lourds. Proximité d'une cible d'exploration en Zn associée aux gîtes de type SMV déterminée à partir d'éch,sédiments de lac par régression spatiale.,,"Till sample showing anomalous values for several elements (Co, Cu, REE, Fe, Mn, Nb, Rb, Th, Ti, U, Zn). The target appears to have a signature that could be associated with Fe oxide-Cu-U-REE polymetallic deposits or with Zn-Cu volcanogenic massive",sulphides (VMS). Presence of monazites and one Nb-ilmenite grain in the heavy mineral concentrate. Next to a Zn exploration target for VMS deposits determined from lake-bottom sediments by spatial regression.,,,Virginie Daubois,Levé quaternaire Clova,Anal. chimique,,0,0,0,0,0,,,0,0,0,0,QUATPT,20170305,263287,,2015118716,Sédiments,Fer,95,N,2.03,pct,2015118716,Sédiments,Cuivre,97,N,27.7000008,ppm,2015118716,Sédiments,Cobalt,100,N,13.6000004,ppm,2015118716,Sédiments,Cérium,99,N,64.6999969,ppm,2015118716,Sédiments,Niobium,95,N,1.3,ppm,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,,,,-75.346602,48.201666,niobium
