id,NUMR_GITE,NOM_GITE,NUMR_CORPS,NOM_CORPS,IDNT_CORPS,CODE_ETAT,ETAT_CORPS,FUS_UTM,ESTN,NORD,NUMR_SNRC,DECV_AN,SUBST_PRIN,SUBST_P2,SUBST_P3,SUBST_P4,SUBST_P5,SUBST_P6,SUBST_P7,SUBST_P8,SUBST_P9,SUBST_P10,SUBST_P11,SUBST_P12,SUBST_SECN,SUBST_S2,SUBST_S3,SUBST_S4,SUBST_S5,SUBST_S6,SUBST_S7,SUBST_S8,SUBST_S9,SUBST_S10,SUBST_S11,SUBST_S12,CODE_TYPL,TYPL,CODE_LIT1,ROCHE_LIT1,CODE_LIT2,ROCHE_LIT2,CODE_LIT3,ROCHE_LIT3,CODE_LIT4,ROCHE_LIT4,CODE_LIT5,ROCHE_LIT5,CODE_LIT6,ROCHE_LIT6,CODE_LIT7,ROCHE_LIT7,CODE_LIT8,ROCHE_LIT8,MINR1,MINR2,MINR3,MINR4,MINR5,MINR6,MINR7,MINR8,MINR9,MINR10,MINR11,MINR12,MINR13,MINR14,MINR15,MINR16,MINR17,MINR18,MINR19,MINR20,MINR21,MINR22,MINR23,MINR24,MINR25,CODE_FORM,DESCR_FORM,CODE_DIST,DESCR_DIST,CODE_IMPR,DESCR_IMPR,CODE_TYPE,DESCR_TYPE,RESS_ESTIM,LIEN_FICHE,CODE_SYMBL,Coord_X,Coord_Y
0,63,Lac Bellamant-Sud,1,Lac Bellamant-Sud,1,I,"Indice, aucun travail",18,678365,6071725,33I16,1977,Th,,,,,,,,,,,,U,,,,,,,,,,,,9999,Minéralisation de type indéterminé,M22,,,,,,,,,,,,,,,,MR,,,,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,D,Disséminée,MJ,Majeur,T,Dans fracture,N,,GMTH_I,-72.227765,54.761029
0,64,Inex,2,Inex,1,P,Indice travaillé,18,437380,5844490,33B12,2005,Au,,,,,,,,,,,,,,,,,,,,,,,,1540,"Minéralisation aurifère, disséminée et en remplacement",M4,,M4,,,,,,,,,,,,,,GR,CV,PO,CP,PY,Au,AS,SP,,,,,,,,,,,,,,,,,,IN,Inconnue,D,Disséminée,MJ,Majeur,F,Dans faille ou cisaillement,N,,GMAU_P,-75.927679,52.746636
0,65,Éch. 130656,3,Éch. 130656,1,I,"Indice, aucun travail",18,446596,5827624,33B12,2005,Mo,Bi,Au,,,,,,,,,,,,,,,,,,,,,,9999,Minéralisation de type indéterminé,I1G,,M4,,,,,,,,,,,,,,TL,MO,,,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,D,Disséminée,MJ,Majeur,F,Dans faille ou cisaillement,N,,GMMO_I,-75.788431,52.596015
0,66,RS,4,RS,1,I,"Indice, aucun travail",18,464245,5819467,33B12,2006,Au,W,,,,,,,,,,,,,,,,,,,,,,,1540,"Minéralisation aurifère, disséminée et en remplacement",M4,,I1N,,,,,,,,,,,,,,AM,GR,PO,Au,AS,LG,,,,,,,,,,,,,,,,,,,,IN,Inconnue,S,Semi-massive,IN,Indéterminé,P,Dans pli,N,,GMAU_I,-75.527005,52.524134
0,67,Éch. 5519720,5,Éch. 5519720,1,I,"Indice, aucun travail",18,457761,5839661,33B12,2007,U,Th,ETR,Zr,,,,,,,,,,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,M4,,,,,,,,,,,,,,BO,QZ,AL,,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,N,Inconnue,IN,Indéterminé,L,Inscrit dans lithologie,N,,GMU_I,-75.62515,52.705204
0,68,Éch. 5519725,6,Éch. 5519725,1,I,"Indice, aucun travail",18,464372,5844181,33B12,2007,U,,,,,,,,,,,,,,,,,,,,,,,,1320,Filon uranifère associé aux granitoïdes,I1A,,I1A,,,,,,,,,,,,,,MR,MO,,,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,N,Inconnue,IN,Indéterminé,I,Indéterminé,N,,GMU_I,-75.5278,52.746312
0,69,Manuel,7,Manuel,1,P,Indice travaillé,18,454657,5832556,33B12,2006,Au,W,,,,,,,,,,,,,,,,,,,,,,,1540,"Minéralisation aurifère, disséminée et en remplacement",M4,,M4,,M21,,I1G,,,,,,,,,,PY,PO,AS,CP,GR,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,D,Disséminée,MJ,Majeur,P,Dans pli,N,,GMAU_P,-75.670109,52.641083
0,70,Éch. 238457,8,Éch. 238457,1,I,"Indice, aucun travail",18,440971,5843884,33B12,2006,Au,,,,,,,,,,,,,,,,,,,,,,,,1540,"Minéralisation aurifère, disséminée et en remplacement",M4,,M4,,,,,,,,,,,,,,PY,,,,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,D,Disséminée,IN,Indéterminé,I,Indéterminé,N,,GMAU_I,-75.874379,52.741593
0,71,Claude,9,Claude,1,P,Indice travaillé,18,447080,5828245,33B12,2005,Au,,,,,,,,,,,,,,,,,,,,,,,,1540,"Minéralisation aurifère, disséminée et en remplacement",M4,,I1G,,,,,,,,,,,,,,CB,MO,PO,PY,AS,,,,,,,,,,,,,,,,,,,,,TI,Tabulaire irrégulier,A,Disséminée à massive,MJ,Majeur,F,Dans faille ou cisaillement,N,,GMAU_P,-75.781385,52.601645
0,72,Marchand,10,Marchand,1,P,Indice travaillé,18,458078,5836946,33B12,2007,Au,,,,,,,,,,,,,,,,,,,,,,,,1540,"Minéralisation aurifère, disséminée et en remplacement",M15,,M20,,,,,,,,,,,,,,CB,PY,PO,CP,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,A,Disséminée à massive,MJ,Majeur,O,Stratification (gîte concordant à la),N,,GMAU_P,-75.620112,52.680822
0,73,Major,11,Major,1,I,"Indice, aucun travail",18,457619,5833923,33B12,2008,U,Th,Zr,,,,,,,,,,Cs,Ba,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,M20,,,,,,,,,,,,,,UP,MR,,,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,D,Disséminée,IN,Indéterminé,I,Indéterminé,N,,GMU_I,-75.626513,52.653611
0,74,JT,12,JT,1,P,Indice travaillé,18,435311,5830198,33B12,2005,Au,W,,,,,,,,,,,,,,,,,,,,,,,1540,"Minéralisation aurifère, disséminée et en remplacement",M4,,I1G,,R1,,,,,,,,,,,,PO,AS,CP,PY,Au,SW,,,,,,,,,,,,,,,,,,,,AI,Amas irrégulier,D,Disséminée,MJ,Majeur,O,Stratification (gîte concordant à la),N,,GMAU_P,-75.955518,52.617926
0,75,Dominique,13,Dominique,1,P,Indice travaillé,18,450394,5832235,33B12,2006,Au,W,,,,,,,,,,,Cu,,,,,,,,,,,,1520,"Veine aurifère mésothermale, à gangue de quartz et de carbonates",M4,,I1G,,,,,,,,,,,,,,PY,PO,,,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,D,Disséminée,IN,Indéterminé,O,Stratification (gîte concordant à la),N,,GMAU_P,-75.733056,52.637825
0,76,Potel,14,Potel,1,I,"Indice, aucun travail",20,339403,6073476,23I14,2009,V,,,,,,,,,,,,Fe,Ti,,,,,,,,,,,2600,Minéralisation de fer et titane dans des intrusions mafiques,I3Q,,I3Q,,,,,,,,,,,,,,CX,PG,HB,OX,GR,MG,IM,HM,LM,,,,,,,,,,,,,,,,,TR,Tabulaire régulier,A,Disséminée à massive,MI,Mineur,L,Inscrit dans lithologie,N,,GMV_I,-65.497353,54.782744
0,77,Anomalie 42,15,Anomalie 42,1,P,Indice travaillé,18,402927,5826755,33C09,1979,Au,,,,,,,,,,,,As,,,,,,,,,,,,1520,"Veine aurifère mésothermale, à gangue de quartz et de carbonates",R3,,M8,,S3,,V3,,,,,,,,,,GP,PO,AS,PY,,,,,,,,,,,,,,,,,,,,,,UR,Cylindrique régulier,D,Disséminée,IN,Indéterminé,V,Veine,N,,GMAU_P,-76.432714,52.582161
0,78,Mine Éléonore,16,Mine Éléonore,1,MA,Mine active,18,426508,5839334,33C09,2003,Au,,,,,,,,,,,,,,,,,,,,,,,,1540,"Minéralisation aurifère, disséminée et en remplacement",S3,,S3,,I2J,,,,,,,,,,,,PO,Au,AS,PY,QZ,,,,,,,,,,,,,,,,,,,,,TI,Tabulaire irrégulier,D,Disséminée,IN,Indéterminé,C,"Clivage, schistosité",O,https://sigeom.mines.gouv.qc.ca/signet/classes/I1103_index?format=COMPLET&type_reqt=U&mode=NOUVELLE&l=F&entt=GM&alias_table_crit=F4E02&mnen_crit=NUMR_INTER&oper_crit=EGAL&valr_crit=16,GMAU_MA,-76.087559,52.698924
0,79,Mauve,17,Mauve,1,P,Indice travaillé,18,412356,5837953,33C09,2001,Au,,,,,,,,,,,,,,,,,,,,,,,,1520,"Veine aurifère mésothermale, à gangue de quartz et de carbonates",R1,,V2,,V2,,,,,,,,,,,,SF,TL,QZ,,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,N,Inconnue,MO,Modéré,V,Veine,N,,GMAU_P,-76.296563,52.684406
0,80,Éch. 9375,18,Éch. 9375,1,I,"Indice, aucun travail",18,412927,5821799,33C09,2001,Au,,,,,,,,,,,,,,,,,,,,,,,,1520,"Veine aurifère mésothermale, à gangue de quartz et de carbonates",M8,,I2D,,,,,,,,,,,,,,PY,,,,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,N,Inconnue,IN,Indéterminé,I,Indéterminé,N,,GMAU_I,-76.283864,52.53931
0,81,Lac Ell,19,Lac Ell,1,P,Indice travaillé,18,423622,5835594,33C09,1964,Cu,Au,Ag,,,,,,,,,,,,,,,,,,,,,,1930,Porphyre cuprifère,F2,,I2J,,,,,,,,,,,,,,MC,QZ,TL,AZ,PY,MG,CP,PO,,,,,,,,,,,,,,,,,,TR,Tabulaire régulier,A,Disséminée à massive,MJ,Majeur,T,Dans fracture,N,,GMCU_P,-76.12939,52.664909
0,82,Vieux-Camp,20,Vieux-Camp,1,P,Indice travaillé,18,423010,5835021,33C09,2001,Au,Cu,Ag,,,,,,,,,,,,,,,,,,,,,,1900,Minéralisation associée aux intrusions porphyriques,R1,,I2J,,I2F,,,,,,,,,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,V,Veine,MJ,Majeur,F,Dans faille ou cisaillement,N,,GMAU_P,-76.138304,52.659672
0,83,Mayappo,21,Mayappo,1,I,"Indice, aucun travail",18,425804,5836333,33C09,2001,Au,Cu,Ag,,,,,,,,,,,,,,,,,,,,,,1900,Minéralisation associée aux intrusions porphyriques,I2J,,I2J,,,,,,,,,,,,,,PY,CP,,,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,D,Disséminée,IN,Indéterminé,L,Inscrit dans lithologie,N,,GMAU_I,-76.097298,52.671854
0,84,Channel Zone,22,Channel Zone,1,I,"Indice, aucun travail",18,419473,5834195,33C09,2005,Au,Cu,,,,,,,,,,,Ag,,,,,,,,,,,,1540,"Minéralisation aurifère, disséminée et en remplacement",I1G,,S1,,,,,,,,,,,,,,CP,PO,PY,,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,D,Disséminée,IN,Indéterminé,V,Veine,N,,GMAU_I,-76.190385,52.651734
0,85,Rusty Zone,23,Rusty Zone,1,I,"Indice, aucun travail",18,418407,5834707,33C09,2005,Au,Cu,,,,,,,,,,,Ag,As,,,,,,,,,,,640,Sulfures aurifères associés aux roches volcaniques,S1,,V3B,,V,,R1,,I2J,,,,,,,,QZ,PY,AS,PO,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,D,Disséminée,IN,Indéterminé,V,Veine,N,,GMAU_I,-76.206266,52.656177
0,86,Woodstock Zone,24,Woodstock Zone,1,I,"Indice, aucun travail",18,420488,5836836,33C09,2005,Au,Cu,,,,,,,,,,,Ag,,,,,,,,,,,,1910,Minéralisation associée aux intrusions porphyriques à Cu-Au-Mo,R1,,I1,,I2F,,,,,,,,,,,,PY,CP,,,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,V,Veine,IN,Indéterminé,V,Veine,N,,GMAU_I,-76.176022,52.675621
0,87,Snoopy Zone,25,Snoopy Zone,1,I,"Indice, aucun travail",18,419536,5837154,33C09,2005,Au,Cu,Mo,,,,,,,,,,Ag,,,,,,,,,,,,1900,Minéralisation associée aux intrusions porphyriques,R1,,I1D,,I1G,,I2J,,,,,,,,,,CP,PY,QZ,,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,V,Veine,IN,Indéterminé,V,Veine,N,,GMAU_I,-76.190177,52.678339
0,88,Fliszar,26,Fliszar,1,I,"Indice, aucun travail",18,419776,5828223,33C09,2006,Li,Cs,Ta,,,,,,,,,,Rb,,,,,,,,,,,,2100,Minéralisation associée aux pegmatites granitiques,I1G,,V3B,,,,,,,,,,,,,,LP,SO,MO,,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,I,Irrégulière,MJ,Majeur,L,Inscrit dans lithologie,N,,GMLI_I,-76.184457,52.598102
0,89,Couture,27,Couture,1,I,"Indice, aucun travail",20,346477,6142574,23P06,1985,Cu,Ag,,,,,,,,,,,Au,Se,,,,,,,,,,,1700,Filon cuprifère,R1,,M16,,,,,,,,,,,,,,AZ,LD,GO,PG,CX,DG,BH,PO,CV,BN,CT,MG,MC,QZ,HM,,,,,,,,,,,TI,Tabulaire irrégulier,A,Disséminée à massive,MJ,Majeur,F,Dans faille ou cisaillement,N,,GMCU_I,-65.424737,55.405344
0,90,Zone XII,28,Zone XII,1,I,"Indice, aucun travail",20,348003,6129323,23P06,1996,Cu,,,,,,,,,,,,Au,,,,,,,,,,,,1700,Filon cuprifère,R1,,M16,,,,,,,,,,,,,,QZ,MC,AZ,FP,PY,PO,CP,BN,,,,,,,,,,,,,,,,,,LI,Lenticulaire irrégulier,U,Veinule,MJ,Majeur,V,Veine,N,,GMCU_I,-65.39347,55.286851
0,91,Lac Uni,29,Lac Uni,1,I,"Indice, aucun travail",20,346799,6136749,23P06,1996,Cu,,,,,,,,,,,,,,,,,,,,,,,,1700,Filon cuprifère,R1,,M16,,,,,,,,,,,,,,QZ,FP,SF,,,,,,,,,,,,,,,,,,,,,,,IN,Inconnue,U,Veinule,IN,Indéterminé,V,Veine,N,,GMCU_I,-65.416464,55.353149
0,92,Couture Sud,30,Couture Sud,1,I,"Indice, aucun travail",20,346478,6141726,23P06,1996,Cu,,,,,,,,,,,,Ag,,,,,,,,,,,,1700,Filon cuprifère,F1,,M16,,,,,,,,,,,,,,SN,HB,PG,QZ,BN,CP,PO,MG,,,,,,,,,,,,,,,,,,LR,Lenticulaire régulier,A,Disséminée à massive,MJ,Majeur,F,Dans faille ou cisaillement,N,,GMCU_I,-65.424255,55.397731
0,93,Couture Nord,31,Couture Nord,1,I,"Indice, aucun travail",20,346474,6143455,23P06,1996,Cu,,,,,,,,,,,,,,,,,,,,,,,,1700,Filon cuprifère,M16,,M16,,,,,,,,,,,,,,PG,BO,HB,SN,EP,CP,MG,PO,,,,,,,,,,,,,,,,,,TI,Tabulaire irrégulier,D,Disséminée,MJ,Majeur,F,Dans faille ou cisaillement,N,,GMCU_I,-65.425269,55.413252
0,94,Grand Rosoy 1,32,Grand Rosoy 1,1,I,"Indice, aucun travail",20,347427,6147253,23P06,1996,Cu,,,,,,,,,,,,,,,,,,,,,,,,2700,Minéralisation magmatique et hydrothermale de Ni-Cu-EGP,R2,,I3A,,I3A,,,,,,,,,,,,FP,QZ,MC,CV,PY,PO,MG,BN,CP,,,,,,,,,,,,,,,,,IN,Inconnue,D,Disséminée,MJ,Majeur,V,Veine,N,,GMCU_I,-65.412308,55.447648
0,95,Zone XIX,33,Zone XIX,1,I,"Indice, aucun travail",20,343005,6123127,23P03,1997,Au,Cu,,,,,,,,,,,Ag,,,,,,,,,,,,1700,Filon cuprifère,R1,,M16,,,,,,,,,,,,,,HB,PG,SN,PO,PY,CP,,,,,,,,,,,,,,,,,,,,TR,Tabulaire régulier,D,Disséminée,MJ,Majeur,V,Veine,N,,GMAU_I,-65.468639,55.229658
0,96,TB2-3,34,TB2-3,1,I,"Indice, aucun travail",20,341775,6118463,23P03,1997,Cu,,,,,,,,,,,,Ag,,,,,,,,,,,,1700,Filon cuprifère,R1,,F1,,M16,,,,,,,,,,,,HB,PG,GR,QZ,CL,EP,SN,CP,PO,PY,LM,,,,,,,,,,,,,,,IN,Inconnue,U,Veinule,MJ,Majeur,V,Veine,N,,GMCU_I,-65.485348,55.187394
0,97,Lacasse,35,Lacasse,1,I,"Indice, aucun travail",20,403455,6106438,23P02,2009,V,,,,,,,,,,,,Fe,Ti,,,,,,,,,,,2600,Minéralisation de fer et titane dans des intrusions mafiques,I4ZM,,I3A,,I3A,,,,,,,,,,,,PG,IM,CX,GR,HB,PY,HM,CP,MG,PO,,,,,,,,,,,,,,,,TR,Tabulaire régulier,M,Massive,MI,Mineur,L,Inscrit dans lithologie,N,,GMV_I,-64.512905,55.095266
0,98,Lac Dadson,36,Lac Dadson,1,I,"Indice, aucun travail",18,500580,5536388,32G15,1956,Cu,,,,,,,,,,,,Au,Ag,,,,,,,,,,,1700,Filon cuprifère,R1,,I2J,,,,,,,,,,,,,,PO,QZ,Au,PY,CP,Ag,,,,,,,,,,,,,,,,,,,,TR,Tabulaire régulier,D,Disséminée,MJ,Majeur,F,Dans faille ou cisaillement,N,,GMCU_I,-74.99191,49.979829
0,99,Rivière Opémisca-NW,37,Rivière Opémisca-NW,1,I,"Indice, aucun travail",18,502165,5537079,32G15,1972,Au,,,,,,,,,,,,Cu,Zn,As,Mn,,,,,,,,,630,Sulfures massifs de métaux usuels associés aux roches volcaniques (SMV),V2,,V1D,,S1B,,,,,,,,,,,,CC,QZ,GP,CP,SP,PY,PO,Ag,,,,,,,,,,,,,,,,,,LR,Lenticulaire régulier,D,Disséminée,IN,Indéterminé,O,Stratification (gîte concordant à la),N,,GMAU_I,-74.9698,49.98604
0,100,Rivière Opémiska,38,Rivière Opémiska,1,P,Indice travaillé,18,508383,5536081,32G15,1946,Zn,Cu,,,,,,,,,,,Ag,Au,,,,,,,,,,,630,Sulfures massifs de métaux usuels associés aux roches volcaniques (SMV),V1,,V3B,,,,,,,,,,,,,,CB,CP,Au,Ag,PO,PY,GP,SP,,,,,,,,,,,,,,,,,,TR,Tabulaire régulier,A,Disséminée à massive,IN,Indéterminé,O,Stratification (gîte concordant à la),N,,GMZN_P,-74.883084,49.977009
0,101,Mont Opémiska No 1,39,Mont Opémiska No 1,1,P,Indice travaillé,18,508630,5533328,32G15,1936,Zn,Cu,Au,,,,,,,,,,Ag,Pb,,,,,,,,,,,600,Minéralisation de sulfures exhalatifs,V1,,V1,,I3A,,,,,,,,,,,,CP,SP,Au,Ag,PO,PY,GP,,,,,,,,,,,,,,,,,,,TR,Tabulaire régulier,N,Inconnue,IN,Indéterminé,O,Stratification (gîte concordant à la),N,,GMZN_P,-74.879701,49.952245
0,102,Montagne Opémisca,40,Montagne Opémisca,1,P,Indice travaillé,18,509030,5532278,32G15,1953,Cu,,,,,,,,,,,,,,,,,,,,,,,,600,Minéralisation de sulfures exhalatifs,F2,,V1,,I4I,,,,,,,,,,,,QZ,CP,PO,,,,,,,,,,,,,,,,,,,,,,,TR,Tabulaire régulier,A,Disséminée à massive,IN,Indéterminé,O,Stratification (gîte concordant à la),N,,GMCU_P,-74.87415,49.942795
0,103,Mont Opémiska No 2,41,Mont Opémiska No 2,1,P,Indice travaillé,18,509061,5534346,32G15,1963,Cu,Zn,,,,,,,,,,,Fe,,,,,,,,,,,,9999,Minéralisation de type indéterminé,F2,,I1,,V1,,S6D,,,,,,,,,,HM,GP,CP,SP,PO,PY,,,,,,,,,,,,,,,,,,,,TR,Tabulaire régulier,A,Disséminée à massive,IN,Indéterminé,I,Indéterminé,N,,GMCU_P,-74.873669,49.961394
0,104,Newlund Mines,42,Newlund Mines,1,P,Indice travaillé,18,510530,5533503,32G15,1946,Cu,,,,,,,,,,,,Au,Zn,,,,,,,,,,,1700,Filon cuprifère,R9,,V1B,,,,,,,,,,,,,,CL,QZ,SP,Au,GP,CP,PY,PO,,,,,,,,,,,,,,,,,,TR,Tabulaire régulier,D,Disséminée,IN,Indéterminé,I,Indéterminé,N,,GMCU_P,-74.853211,49.953788
0,105,Croteau-Ouest,43,Croteau-Ouest,1,I,"Indice, aucun travail",18,528680,5536628,32G15,1934,Au,,,,,,,,,,,,,,,,,,,,,,,,1520,"Veine aurifère mésothermale, à gangue de quartz et de carbonates",R1A,,V3B,,I3A,,V,,,,,,,,,,CB,TL,QZ,CL,Au,MG,HM,PY,CP,,,,,,,,,,,,,,,,,TR,Tabulaire régulier,U,Veinule,IN,Indéterminé,F,Dans faille ou cisaillement,N,,GMAU_I,-74.599971,49.981298
0,106,Barlow-II,44,Barlow-II,1,I,"Indice, aucun travail",18,524020,5529301,32G15,1955,,,,,,,,,,,,,Ag,Cu,As,Au,Zn,,,,,,,,9999,Minéralisation de type indéterminé,R9,,V1B,,I4,,,,,,,,,,,,QZ,CC,AS,Ag,GP,MG,PY,PO,CP,,,,,,,,,,,,,,,,,TR,Tabulaire régulier,A,Disséminée à massive,IN,Indéterminé,I,Indéterminé,N,,GMAG_I,-74.665424,49.915605
0,107,Lac Philippon-2,45,Lac Philippon-2,1,P,Indice travaillé,18,526025,5528591,32G15,1951,Cu,Au,,,,,,,,,,,Zn,,,,,,,,,,,,630,Sulfures massifs de métaux usuels associés aux roches volcaniques (SMV),R9,,V1B,,I4,,V1D,,,,,,,,,,QZ,PY,GP,PO,CP,SP,,,,,,,,,,,,,,,,,,,,TR,Tabulaire régulier,A,Disséminée à massive,IN,Indéterminé,O,Stratification (gîte concordant à la),N,,GMCU_P,-74.637545,49.909135
0,108,Lac Philippon-Est,46,Lac Philippon-Est,1,P,Indice travaillé,18,528039,5531196,32G15,1956,Cu,,,,,,,,,,,,,,,,,,,,,,,,600,Minéralisation de sulfures exhalatifs,V1,,V1B,,V2J,,I3E,,,,,,,,,,PY,CP,GP,PO,,,,,,,,,,,,,,,,,,,,,,TR,Tabulaire régulier,A,Disséminée à massive,IN,Indéterminé,O,Stratification (gîte concordant à la),N,,GMCU_P,-74.609307,49.932473
0,109,Lac Philippon-SE,47,Lac Philippon-SE,1,P,Indice travaillé,18,527880,5528728,32G15,1956,Cu,Zn,,,,,,,,,,,Ag,,,,,,,,,,,,630,Sulfures massifs de métaux usuels associés aux roches volcaniques (SMV),V1,,V1B,,I4,,,,,,,,,,,,PY,SP,Ag,CP,PO,MG,GP,,,,,,,,,,,,,,,,,,,TR,Tabulaire régulier,D,Disséminée,MJ,Majeur,O,Stratification (gîte concordant à la),N,,GMCU_P,-74.611701,49.910284
0,110,Wright-Hargreaves Gwillim,48,Wright-Hargreaves Gwillim,1,I,"Indice, aucun travail",18,534580,5531228,32G15,1949,Au,,,,,,,,,,,,Ag,,,,,,,,,,,,1520,"Veine aurifère mésothermale, à gangue de quartz et de carbonates",R1,,I2J,,,,,,,,,,,,,,CB,QZ,Au,PY,CP,,,,,,,,,,,,,,,,,,,,,TR,Tabulaire régulier,D,Disséminée,MJ,Majeur,F,Dans faille ou cisaillement,N,,GMAU_I,-74.518165,49.932418
0,111,Normiska,49,Normiska,1,P,Indice travaillé,18,505070,5518792,32G15,1950,Cu,,,,,,,,,,,,Zn,,,,,,,,,,,,1700,Filon cuprifère,R1,,V1B,,,,,,,,,,,,,,CC,QZ,Cu,PY,CP,PO,SP,,,,,,,,,,,,,,,,,,,TR,Tabulaire régulier,A,Disséminée à massive,IN,Indéterminé,V,Veine,N,,GMCU_P,-74.929517,49.821545
0,112,Lac Cabane,50,Lac Cabane,1,I,"Indice, aucun travail",18,520427,5520255,32G15,1956,,,,,,,,,,,,,Ag,Au,Mo,,,,,,,,,,1520,"Veine aurifère mésothermale, à gangue de quartz et de carbonates",R9,,I1,,,,,,,,,,,,,,EP,CL,QZ,MO,Ag,Au,HM,GP,,,,,,,,,,,,,,,,,,TR,Tabulaire régulier,D,Disséminée,IN,Indéterminé,F,Dans faille ou cisaillement,N,,GMAG_I,-74.715948,49.834378
0,113,Marvelor Newlund,51,Marvelor Newlund,1,I,"Indice, aucun travail",18,523422,5524162,32G15,1946,,,,,,,,,,,,,Ag,Cu,Au,,,,,,,,,,9999,Minéralisation de type indéterminé,R1A,,V2J,,,,,,,,,,,,,,QZ,PO,Au,Ag,CP,PY,MG,,,,,,,,,,,,,,,,,,,TR,Tabulaire régulier,D,Disséminée,MJ,Majeur,F,Dans faille ou cisaillement,N,,GMAG_I,-74.674065,49.869408
0,114,Lac Scott-SO-1,52,Lac Scott-SO-1,1,I,"Indice, aucun travail",18,524701,5518045,32G15,1936,Cu,Au,,,,,,,,,,,Ag,,,,,,,,,,,,1700,Filon cuprifère,R9,,I2J,,,,,,,,,,,,,,QZ,EP,CL,CB,PO,CP,MG,PY,,,,,,,,,,,,,,,,,,TR,Tabulaire régulier,D,Disséminée,IN,Indéterminé,I,Indéterminé,N,,GMCU_I,-74.656657,49.81434
0,115,Silver Tower Mines,53,Silver Tower Mines,1,P,Indice travaillé,18,528451,5520968,32G15,1935,Au,Ag,Zn,Cu,,,,,,,,,,,,,,,,,,,,,1700,Filon cuprifère,R1,,I2I,,I3A,,,,,,,,,,,,QZ,Au,SP,Ag,PY,CP,,,,,,,,,,,,,,,,,,,,TR,Tabulaire régulier,D,Disséminée,MJ,Majeur,V,Veine,N,,GMAU_P,-74.604319,49.840463
0,116,Île lac Simon - Ceres,54,Îles lac Simon - Ceres,1,P,Indice travaillé,18,529080,5518528,32G15,1935,Au,Ag,Cu,,,,,,,,,,,,,,,,,,,,,,1520,"Veine aurifère mésothermale, à gangue de quartz et de carbonates",R1A,,I1D,,I2J,,,,,,,,,,,,TL,QZ,CP,Au,PY,PO,,,,,,,,,,,,,,,,,,,,TR,Tabulaire régulier,I,Irrégulière,MJ,Majeur,F,Dans faille ou cisaillement,N,,GMAU_P,-74.595754,49.818487
0,117,Ile Deschênes,55,Ile Deschênes,1,P,Indice travaillé,18,531530,5520128,32G15,1935,Au,Cu,,,,,,,,,,,,,,,,,,,,,,,1520,"Veine aurifère mésothermale, à gangue de quartz et de carbonates",R1,,I2J,,,,,,,,,,,,,,QZ,Au,PY,CP,,,,,,,,,,,,,,,,,,,,,,TR,Tabulaire régulier,D,Disséminée,IN,Indéterminé,V,Veine,N,,GMAU_P,-74.561567,49.832754
0,118,Lac Simon-Nord,56,Lac Simon-Nord,1,I,"Indice, aucun travail",18,533930,5521753,32G15,1955,Cu,Au,,,,,,,,,,,,,,,,,,,,,,,1700,Filon cuprifère,R9,,I1B,,,,,,,,,,,,,,QZ,Au,PY,CP,,,,,,,,,,,,,,,,,,,,,,TR,Tabulaire régulier,D,Disséminée,IN,Indéterminé,V,Veine,N,,GMCU_I,-74.528054,49.847238
0,119,Lac Williams,57,Lac Williams,1,P,Indice travaillé,18,534230,5523728,32G15,1935,Cu,Zn,Au,,,,,,,,,,Ag,,,,,,,,,,,,643,"Veine de sulfure-quartz aurifère, synvolcanique, associée aux roches volcaniques",F2,,V2J,,V1B,,I3H,,,,,,,,,,QZ,CL,CP,Au,Ag,PY,,,,,,,,,,,,,,,,,,,,TR,Tabulaire régulier,U,Veinule,VA,Variable,V,Veine,N,,GMCU_P,-74.523706,49.864984
0,120,Groupe Sharp,58,Groupe Sharp,1,P,Indice travaillé,18,535735,5523920,32G15,1946,Cu,Au,,,,,,,,,,,Ag,,,,,,,,,,,,1700,Filon cuprifère,R9,,I3G,,,,,,,,,,,,,,EP,QZ,CP,Au,Ag,,,,,,,,,,,,,,,,,,,,,TR,Tabulaire régulier,N,Inconnue,IN,Indéterminé,T,Dans fracture,N,,GMCU_P,-74.502748,49.866623
